[DateTime], [Close]
3/31/2016 12:00:00 AM,0.9000
4/30/2016 12:00:00 AM,1.1000
5/31/2016 12:00:00 AM,1.0000
6/30/2016 12:00:00 AM,1.0000
7/31/2016 12:00:00 AM,0.8000
8/31/2016 12:00:00 AM,1.1000
9/30/2016 12:00:00 AM,1.5000
10/31/2016 12:00:00 AM,1.6000
11/30/2016 12:00:00 AM,1.7000
12/31/2016 12:00:00 AM,2.1000
1/31/2017 12:00:00 AM,2.5000
2/28/2017 12:00:00 AM,2.7000
3/31/2017 12:00:00 AM,2.4000

