date 	price
01/11/2012 	1.266185
02/11/2012 	1.268979
03/11/2012 	1.268222
04/11/2012 	1.266074
05/11/2012 	1.265840
06/11/2012 	1.269928
07/11/2012 	1.277244
08/11/2012 	1.273066
09/11/2012 	1.275364
10/11/2012 	1.271647
11/11/2012 	1.272625
12/11/2012 	1.272121
13/11/2012 	1.274990
14/11/2012 	1.276116
15/11/2012 	1.270308
16/11/2012 	1.263498
17/11/2012 	1.266491
18/11/2012 	1.269393
19/11/2012 	1.269562
20/11/2012 	1.273331
21/11/2012 	1.271189
22/11/2012 	1.267790
23/11/2012 	1.272010
24/11/2012 	1.277375
25/11/2012 	1.278830
26/11/2012 	1.279145
27/11/2012 	1.276367
28/11/2012 	1.278247
29/11/2012 	1.279969
30/11/2012 	1.272901
01/12/2012 	1.272582
02/12/2012 	1.272687
03/12/2012 	1.273507
04/12/2012 	1.270844
05/12/2012 	1.275635
06/12/2012 	1.274284
07/12/2012 	1.281101
08/12/2012 	1.279985
09/12/2012 	1.280481
10/12/2012 	1.280481
11/12/2012 	1.281739
12/12/2012 	1.284947
13/12/2012 	1.287935
14/12/2012 	1.286100
15/12/2012 	1.286491
16/12/2012 	1.287736
17/12/2012 	1.287063
18/12/2012 	1.286408
19/12/2012 	1.282000
20/12/2012 	1.278656
21/12/2012 	1.276787
22/12/2012 	1.272400
23/12/2012 	1.270067
24/12/2012 	1.270007
25/12/2012 	1.266616
26/12/2012 	1.265951
27/12/2012 	1.265799
28/12/2012 	1.266869
29/12/2012 	1.269971
30/12/2012 	1.269339
31/12/2012 	1.268734
01/01/2013 	1.269078
02/01/2013 	1.269439
03/01/2013 	1.280870
04/01/2013 	1.284954
05/01/2013 	1.284857
06/01/2013 	1.286556
07/01/2013 	1.286894
08/01/2013 	1.289947
09/01/2013 	1.289626
10/01/2013 	1.290224
11/01/2013 	1.293126
12/01/2013 	1.291545
13/01/2013 	1.290902
14/01/2013 	1.290744
15/01/2013 	1.294996
16/01/2013 	1.294104
17/01/2013 	1.291808
18/01/2013 	1.288864
19/01/2013 	1.287719
20/01/2013 	1.290068
21/01/2013 	1.290068
22/01/2013 	1.291272
23/01/2013 	1.295903
24/01/2013 	1.294455
25/01/2013 	1.285627
26/01/2013 	1.288094
27/01/2013 	1.286530
28/01/2013 	1.285075
29/01/2013 	1.287823
30/01/2013 	1.291389
31/01/2013 	1.287215
01/02/2013 	1.290885
02/02/2013 	1.291401
03/02/2013 	1.290349
04/02/2013 	1.290967
05/02/2013 	1.292704
06/02/2013 	1.285795
07/02/2013 	1.277258
08/02/2013 	1.275804
09/02/2013 	1.276785
10/02/2013 	1.277531
11/02/2013 	1.277634
12/02/2013 	1.276022
13/02/2013 	1.277265
14/02/2013 	1.280068
15/02/2013 	1.278847
16/02/2013 	1.275247
17/02/2013 	1.274211
18/02/2013 	1.274314
19/02/2013 	1.276165
20/02/2013 	1.280839
21/02/2013 	1.272611
22/02/2013 	1.270463
23/02/2013 	1.275931
24/02/2013 	1.277118
25/02/2013 	1.278299
26/02/2013 	1.274208
27/02/2013 	1.265270
28/02/2013 	1.262611
01/03/2013 	1.266840
02/03/2013 	1.265321
03/03/2013 	1.266178
04/03/2013 	1.266178
05/03/2013 	1.267059
06/03/2013 	1.277025
07/03/2013 	1.279379
08/03/2013 	1.278511
09/03/2013 	1.275900
10/03/2013 	1.276794
11/03/2013 	1.277722
12/03/2013 	1.281603
13/03/2013 	1.286897
14/03/2013 	1.287070
15/03/2013 	1.298359
16/03/2013 	1.297913
17/03/2013 	1.298415
18/03/2013 	1.299130
19/03/2013 	1.298986
20/03/2013 	1.297448
21/03/2013 	1.300800
22/03/2013 	1.304198
23/03/2013 	1.304041
24/03/2013 	1.303860
25/03/2013 	1.303860
26/03/2013 	1.300385
27/03/2013 	1.299799
28/03/2013 	1.297419
29/03/2013 	1.292082
30/03/2013 	1.291947
31/03/2013 	1.292083
01/04/2013 	1.292395
02/04/2013 	1.293454
03/04/2013 	1.295274
04/04/2013 	1.296890
05/04/2013 	1.291354
06/04/2013 	1.287445
07/04/2013 	1.293743
08/04/2013 	1.287347
09/04/2013 	1.290642
10/04/2013 	1.300040
11/04/2013 	1.304806
12/04/2013 	1.305125
13/04/2013 	1.299107
14/04/2013 	1.298274
15/04/2013 	1.299386
16/04/2013 	1.284273
17/04/2013 	1.283173
18/04/2013 	1.272640
19/04/2013 	1.272775
20/04/2013 	1.273519
21/04/2013 	1.273470
22/04/2013 	1.271494
23/04/2013 	1.272390
24/04/2013 	1.273303
25/04/2013 	1.275596
26/04/2013 	1.277853
27/04/2013 	1.271444
28/04/2013 	1.271338
29/04/2013 	1.271338
30/04/2013 	1.277465
01/05/2013 	1.277078
02/05/2013 	1.268180
03/05/2013 	1.266535
04/05/2013 	1.272293
05/05/2013 	1.273388
06/05/2013 	1.266292
07/05/2013 	1.261624
08/05/2013 	1.253969
09/05/2013 	1.249612
10/05/2013 	1.251275
11/05/2013 	1.240913
12/05/2013 	1.239564
13/05/2013 	1.239564
14/05/2013 	1.234699
15/05/2013 	1.230030
16/05/2013 	1.231430
17/05/2013 	1.231360
18/05/2013 	1.224531
19/05/2013 	1.225055
20/05/2013 	1.225055
21/05/2013 	1.231343
22/05/2013 	1.236683
23/05/2013 	1.227861
24/05/2013 	1.231241
25/05/2013 	1.219363
26/05/2013 	1.219595
27/05/2013 	1.223017
28/05/2013 	1.214908
29/05/2013 	1.222923
30/05/2013 	1.219773
31/05/2013 	1.216168
01/06/2013 	1.214986
02/06/2013 	1.209914
03/06/2013 	1.209914
04/06/2013 	1.223261
05/06/2013 	1.206026
06/06/2013 	1.190710
07/06/2013 	1.195344
08/06/2013 	1.183593
09/06/2013 	1.185905
10/06/2013 	1.186581
11/06/2013 	1.190891
12/06/2013 	1.183508
13/06/2013 	1.190822
14/06/2013 	1.201047
15/06/2013 	1.200187
16/06/2013 	1.197622
17/06/2013 	1.197622
18/06/2013 	1.196866
19/06/2013 	1.198120
20/06/2013 	1.198359
21/06/2013 	1.171574
22/06/2013 	1.176326
23/06/2013 	1.177578
24/06/2013 	1.177578
25/06/2013 	1.182958
26/06/2013 	1.174517
27/06/2013 	1.180715
28/06/2013 	1.174971
29/06/2013 	1.158800
30/06/2013 	1.158180
01/07/2013 	1.158498
