Local time,Open,High,Low,Close,Volume
18.03.2011 00:00:00.000,1.61344,1.62364,1.606,1.62347,216881.9583
19.03.2011 00:00:00.000,1.62348,1.62559,1.62111,1.62296,22574.1399
20.03.2011 00:00:00.000,1.62296,1.62296,1.62296,1.62296,0
21.03.2011 00:00:00.000,1.62296,1.63075,1.6203,1.63063,147773.1402
22.03.2011 00:00:00.000,1.63063,1.64003,1.62921,1.63749,170178.5479
23.03.2011 00:00:00.000,1.63747,1.63875,1.62181,1.62524,175358.8994
24.03.2011 00:00:00.000,1.6252,1.62664,1.6099,1.61018,170523.2403
25.03.2011 00:00:00.000,1.6102,1.6141,1.60095,1.60167,166792.9492
26.03.2011 00:00:00.000,1.60168,1.60463,1.60072,1.60385,21988.57
27.03.2011 00:00:00.000,1.60385,1.60385,1.60385,1.60385,0
28.03.2011 00:00:00.000,1.60385,1.60385,1.5936,1.60154,144986.1699
29.03.2011 00:00:00.000,1.60153,1.60423,1.59422,1.59853,159822.151
30.03.2011 00:00:00.000,1.59855,1.60824,1.59757,1.60536,177881.7929
31.03.2011 00:00:00.000,1.60536,1.61504,1.60157,1.60645,176577.7608
01.04.2011 00:00:00.000,1.60648,1.61309,1.59717,1.6112,174926.2491
02.04.2011 00:00:00.000,1.61122,1.6132,1.61051,1.61096,19483.8197
03.04.2011 00:00:00.000,1.61096,1.61096,1.61096,1.61096,0
04.04.2011 00:00:00.000,1.61096,1.6176,1.61,1.61152,136040.7296
05.04.2011 00:00:00.000,1.61152,1.62942,1.6091,1.62799,168465.8497
06.04.2011 00:00:00.000,1.62807,1.63631,1.62566,1.63158,184909.1487
07.04.2011 00:00:00.000,1.63155,1.63504,1.62626,1.63156,170586.6885
08.04.2011 00:00:00.000,1.63159,1.64272,1.62973,1.63454,172805.2603
09.04.2011 00:00:00.000,1.63453,1.63929,1.63404,1.63786,24571.6001
10.04.2011 00:00:00.000,1.63786,1.63786,1.63786,1.63786,0
11.04.2011 00:00:00.000,1.63786,1.64256,1.6313,1.63697,138016.2512
12.04.2011 00:00:00.000,1.63699,1.63806,1.6227,1.62735,193489.9608
13.04.2011 00:00:00.000,1.62738,1.63089,1.62366,1.62687,162732.7324
14.04.2011 00:00:00.000,1.62687,1.63843,1.6243,1.63467,182722.1184
15.04.2011 00:00:00.000,1.6347,1.63724,1.62926,1.63129,154033.3295
16.04.2011 00:00:00.000,1.63129,1.63236,1.62912,1.63223,17477.29
17.04.2011 00:00:00.000,1.63223,1.63223,1.63223,1.63223,0
18.04.2011 00:00:00.000,1.63223,1.63282,1.61653,1.62467,160473.5318
19.04.2011 00:00:00.000,1.62469,1.63364,1.62295,1.63159,182653.1103
20.04.2011 00:00:00.000,1.63164,1.64253,1.6307,1.63969,184363.2687
21.04.2011 00:00:00.000,1.63969,1.65992,1.63859,1.65455,188124.8607
22.04.2011 00:00:00.000,1.65452,1.65683,1.65027,1.65275,53809.4207
23.04.2011 00:00:00.000,1.65275,1.65281,1.65006,1.65006,3971.9699
24.04.2011 00:00:00.000,1.65006,1.65006,1.65006,1.65006,0
25.04.2011 00:00:00.000,1.65006,1.65515,1.64672,1.64919,97060.2891
26.04.2011 00:00:00.000,1.64919,1.65316,1.64311,1.64764,164436.4907
27.04.2011 00:00:00.000,1.64765,1.65805,1.64344,1.6549,187407.6707
28.04.2011 00:00:00.000,1.65487,1.67453,1.6538,1.66366,182960.2108
29.04.2011 00:00:00.000,1.66369,1.6708,1.6623,1.66928,114664.2981
30.04.2011 00:00:00.000,1.66929,1.67218,1.66923,1.67045,15595.3001
01.05.2011 00:00:00.000,1.67045,1.67066,1.67045,1.67066,0
02.05.2011 00:00:00.000,1.67066,1.67376,1.66429,1.66853,114868.7492
03.05.2011 00:00:00.000,1.66857,1.66888,1.64673,1.65276,162144.3906
04.05.2011 00:00:00.000,1.65282,1.65736,1.64519,1.65169,195777.7089
05.05.2011 00:00:00.000,1.65169,1.65433,1.64043,1.64224,201234.983
06.05.2011 00:00:00.000,1.64225,1.64634,1.63549,1.63878,224212.7714
07.05.2011 00:00:00.000,1.63874,1.64101,1.63552,1.63643,33183.55
08.05.2011 00:00:00.000,1.63643,1.63643,1.63643,1.63643,0
09.05.2011 00:00:00.000,1.63643,1.64065,1.62697,1.63411,170193.9113
10.05.2011 00:00:00.000,1.63412,1.6421,1.63205,1.6328,197811.8973
11.05.2011 00:00:00.000,1.63287,1.65168,1.63158,1.63582,200467.8295
12.05.2011 00:00:00.000,1.63582,1.63791,1.62341,1.6287,217474.8894
13.05.2011 00:00:00.000,1.62878,1.63213,1.61463,1.61783,193962.2106
14.05.2011 00:00:00.000,1.61803,1.62024,1.61706,1.61932,23155.4207
15.05.2011 00:00:00.000,1.61932,1.61932,1.61932,1.61932,0
16.05.2011 00:00:00.000,1.61932,1.62541,1.61598,1.62206,155285.1901
17.05.2011 00:00:00.000,1.62203,1.63027,1.61743,1.62085,188243.9387
18.05.2011 00:00:00.000,1.62089,1.62876,1.61052,1.61747,188312.2796
19.05.2011 00:00:00.000,1.61752,1.62075,1.61302,1.61892,184784.0501
20.05.2011 00:00:00.000,1.61892,1.62738,1.61663,1.62425,173217.5202
21.05.2011 00:00:00.000,1.62425,1.63047,1.62247,1.62247,25304.6597
22.05.2011 00:00:00.000,1.62247,1.62247,1.62247,1.62247,0
23.05.2011 00:00:00.000,1.62247,1.62324,1.60875,1.61073,161214.3688
24.05.2011 00:00:00.000,1.61076,1.62086,1.6058,1.61772,188151.6402
25.05.2011 00:00:00.000,1.61772,1.62929,1.61322,1.62721,182696.17
26.05.2011 00:00:00.000,1.62722,1.63904,1.62635,1.63755,176987.5689
27.05.2011 00:00:00.000,1.63755,1.6509,1.6372,1.64867,179803.491
28.05.2011 00:00:00.000,1.64867,1.65117,1.64586,1.65033,17634.7099
29.05.2011 00:00:00.000,1.65033,1.65033,1.65033,1.65033,0
30.05.2011 00:00:00.000,1.65033,1.65116,1.64499,1.6467,73130.5697
31.05.2011 00:00:00.000,1.64672,1.65464,1.64233,1.64333,149968.8111
01.06.2011 00:00:00.000,1.64333,1.64952,1.63583,1.63707,165010.7783
02.06.2011 00:00:00.000,1.63709,1.64174,1.6305,1.63587,164607.0903
03.06.2011 00:00:00.000,1.63595,1.64291,1.62838,1.64238,165665.2788
04.06.2011 00:00:00.000,1.64247,1.64375,1.64144,1.64221,18150.4897
05.06.2011 00:00:00.000,1.64221,1.64221,1.64221,1.64221,0
06.06.2011 00:00:00.000,1.64221,1.64598,1.63423,1.63558,132523.6612
07.06.2011 00:00:00.000,1.63559,1.64718,1.63237,1.64326,159341.02
08.06.2011 00:00:00.000,1.64326,1.64546,1.63477,1.64047,157906.9007
09.06.2011 00:00:00.000,1.64043,1.64655,1.63576,1.63751,165711.9109
10.06.2011 00:00:00.000,1.63748,1.63829,1.62125,1.62467,167549.3906
11.06.2011 00:00:00.000,1.62469,1.62469,1.62199,1.6226,20620.8897
12.06.2011 00:00:00.000,1.6226,1.6226,1.6226,1.6226,0
13.06.2011 00:00:00.000,1.6226,1.63438,1.62154,1.62934,131856.2209
14.06.2011 00:00:00.000,1.62933,1.64411,1.6282,1.63844,176629.7394
15.06.2011 00:00:00.000,1.63838,1.63948,1.61911,1.61931,164738.589
16.06.2011 00:00:00.000,1.61933,1.62246,1.60783,1.6131,197637.4487
17.06.2011 00:00:00.000,1.61317,1.6195,1.60934,1.61622,170187.1204
18.06.2011 00:00:00.000,1.61627,1.61988,1.61475,1.61893,23825.4998
19.06.2011 00:00:00.000,1.61893,1.61893,1.61893,1.61893,0
20.06.2011 00:00:00.000,1.61893,1.62348,1.61088,1.6185,137042.4594
21.06.2011 00:00:00.000,1.61849,1.62532,1.61669,1.62256,152768.411
22.06.2011 00:00:00.000,1.62256,1.62623,1.60928,1.61306,161171.8614
23.06.2011 00:00:00.000,1.61315,1.61326,1.5938,1.59758,188565.5776
24.06.2011 00:00:00.000,1.59758,1.60464,1.5951,1.59761,173805.4417
25.06.2011 00:00:00.000,1.59761,1.59898,1.59548,1.59565,20954.6702
26.06.2011 00:00:00.000,1.59565,1.59565,1.59565,1.59565,0
27.06.2011 00:00:00.000,1.59565,1.60115,1.59127,1.59638,154647.9002
28.06.2011 00:00:00.000,1.59637,1.60434,1.5911,1.60036,182136.5208
29.06.2011 00:00:00.000,1.60036,1.60728,1.59698,1.60573,172102.18
30.06.2011 00:00:00.000,1.60567,1.61178,1.59727,1.60669,177586.3306
01.07.2011 00:00:00.000,1.60671,1.60956,1.59876,1.60749,160261.5727
02.07.2011 00:00:00.000,1.60749,1.60824,1.60583,1.60683,18809.6101
03.07.2011 00:00:00.000,1.60683,1.60683,1.60683,1.60683,0
04.07.2011 00:00:00.000,1.60683,1.61397,1.6053,1.60911,97885.0691
05.07.2011 00:00:00.000,1.60913,1.61277,1.59903,1.60699,134406.9487
06.07.2011 00:00:00.000,1.6071,1.60904,1.59474,1.59988,159774.5318
07.07.2011 00:00:00.000,1.59988,1.60177,1.59429,1.59693,156929.0494
08.07.2011 00:00:00.000,1.59693,1.60775,1.59313,1.60296,157592.7396
09.07.2011 00:00:00.000,1.60294,1.60563,1.60168,1.60563,21235.9799
10.07.2011 00:00:00.000,1.60563,1.60563,1.60563,1.60563,0
11.07.2011 00:00:00.000,1.60563,1.60563,1.58821,1.59203,149845.1485
12.07.2011 00:00:00.000,1.59203,1.5947,1.578,1.59328,215583.9321
13.07.2011 00:00:00.000,1.59331,1.61208,1.59035,1.61046,189787.4404
14.07.2011 00:00:00.000,1.61046,1.61928,1.60866,1.61303,175431.5391
15.07.2011 00:00:00.000,1.613,1.61751,1.6076,1.61449,165066.2091
16.07.2011 00:00:00.000,1.61451,1.61515,1.61114,1.61424,19404.2297
17.07.2011 00:00:00.000,1.61424,1.61424,1.61424,1.61424,0
18.07.2011 00:00:00.000,1.61424,1.61424,1.60049,1.60309,133228.7894
19.07.2011 00:00:00.000,1.6031,1.61778,1.6019,1.61327,162762.4892
20.07.2011 00:00:00.000,1.61327,1.6159,1.60684,1.61521,159105.9474
21.07.2011 00:00:00.000,1.61518,1.63229,1.61208,1.6297,185318.5696
22.07.2011 00:00:00.000,1.62964,1.63387,1.62643,1.63104,174731.63
23.07.2011 00:00:00.000,1.631,1.63194,1.62933,1.62962,16879.5998
24.07.2011 00:00:00.000,1.62962,1.62962,1.62962,1.62962,0
25.07.2011 00:00:00.000,1.62962,1.63426,1.62613,1.62857,130850.3208
26.07.2011 00:00:00.000,1.62857,1.64207,1.62654,1.63862,177257.139
27.07.2011 00:00:00.000,1.63864,1.64385,1.63254,1.63261,170767.4113
28.07.2011 00:00:00.000,1.63264,1.63643,1.62938,1.63324,172493.5687
29.07.2011 00:00:00.000,1.6333,1.647,1.62607,1.64323,182946.6792
30.07.2011 00:00:00.000,1.64324,1.6446,1.64063,1.64209,21965.2703
31.07.2011 00:00:00.000,1.64209,1.64209,1.64209,1.64209,0
01.08.2011 00:00:00.000,1.64209,1.64746,1.6237,1.62896,156540.9995
02.08.2011 00:00:00.000,1.62895,1.63288,1.6224,1.6282,179137.7998
03.08.2011 00:00:00.000,1.62821,1.64245,1.62504,1.64087,214663.0825
04.08.2011 00:00:00.000,1.64087,1.6439,1.62858,1.62952,208923.5279
05.08.2011 00:00:00.000,1.62954,1.63965,1.62278,1.63667,232174.5197
06.08.2011 00:00:00.000,1.63669,1.63954,1.6333,1.63875,34560.7204
07.08.2011 00:00:00.000,1.63875,1.63875,1.63875,1.63875,0
08.08.2011 00:00:00.000,1.63875,1.64749,1.62967,1.63593,208528.0715
09.08.2011 00:00:00.000,1.63584,1.641,1.61753,1.62091,261478.4091
10.08.2011 00:00:00.000,1.62093,1.63353,1.61229,1.61519,218984.3494
11.08.2011 00:00:00.000,1.61507,1.62339,1.61107,1.62148,230696.7694
12.08.2011 00:00:00.000,1.62144,1.63125,1.6166,1.62729,185637.8392
13.08.2011 00:00:00.000,1.62729,1.62873,1.62674,1.62794,19853.8804
14.08.2011 00:00:00.000,1.62794,1.62794,1.62794,1.62794,0
15.08.2011 00:00:00.000,1.62794,1.64093,1.62553,1.63861,144189.3898
16.08.2011 00:00:00.000,1.63861,1.64501,1.63223,1.64385,167244.2592
17.08.2011 00:00:00.000,1.64386,1.6591,1.63469,1.65567,186111.4379
18.08.2011 00:00:00.000,1.65564,1.65709,1.64201,1.64664,179228.7413
19.08.2011 00:00:00.000,1.64677,1.66175,1.64439,1.65393,203093.1008
20.08.2011 00:00:00.000,1.65401,1.65418,1.64551,1.64633,27229.7908
21.08.2011 00:00:00.000,1.64633,1.64633,1.64633,1.64633,0
22.08.2011 00:00:00.000,1.64633,1.65202,1.64354,1.64765,162311.39
23.08.2011 00:00:00.000,1.64763,1.65725,1.64464,1.65011,180993.2502
24.08.2011 00:00:00.000,1.65008,1.65334,1.63655,1.63853,180012.5099
25.08.2011 00:00:00.000,1.63854,1.63968,1.626,1.6286,172582.0305
26.08.2011 00:00:00.000,1.62859,1.63601,1.62074,1.63406,174635.1309
27.08.2011 00:00:00.000,1.63408,1.63784,1.63309,1.63671,17956.0598
28.08.2011 00:00:00.000,1.63671,1.63671,1.63671,1.63671,0
29.08.2011 00:00:00.000,1.63671,1.64541,1.6322,1.63864,110902.94
30.08.2011 00:00:00.000,1.63864,1.64202,1.62549,1.62859,148964.0598
31.08.2011 00:00:00.000,1.62857,1.63337,1.62506,1.62744,155433.1405
01.09.2011 00:00:00.000,1.62744,1.6276,1.61315,1.61838,165029.6711
02.09.2011 00:00:00.000,1.61839,1.62531,1.61672,1.6214,151344.4899
03.09.2011 00:00:00.000,1.62138,1.62274,1.62025,1.62145,20536.4898
04.09.2011 00:00:00.000,1.62145,1.62145,1.62145,1.62145,0
05.09.2011 00:00:00.000,1.62145,1.62145,1.60614,1.61088,124883.4597
06.09.2011 00:00:00.000,1.61087,1.6195,1.59211,1.59463,166979.8808
07.09.2011 00:00:00.000,1.59463,1.60389,1.5918,1.59571,183547.8198
08.09.2011 00:00:00.000,1.59568,1.60825,1.59129,1.60014,176706.9888
09.09.2011 00:00:00.000,1.60013,1.60054,1.58436,1.58774,205204.2588
10.09.2011 00:00:00.000,1.58777,1.59045,1.58448,1.58796,29521.3901
11.09.2011 00:00:00.000,1.58796,1.58796,1.58796,1.58796,0
12.09.2011 00:00:00.000,1.58796,1.58855,1.5773,1.58173,180040.1102
13.09.2011 00:00:00.000,1.58171,1.58691,1.57615,1.58211,215003.3202
14.09.2011 00:00:00.000,1.58211,1.58348,1.5706,1.57603,201883.7195
15.09.2011 00:00:00.000,1.57598,1.58679,1.573,1.58124,178430.4692
16.09.2011 00:00:00.000,1.5812,1.58406,1.57449,1.57913,164124.5898
17.09.2011 00:00:00.000,1.57914,1.58071,1.57716,1.57918,19036.8399
18.09.2011 00:00:00.000,1.57918,1.57918,1.57918,1.57918,0
19.09.2011 00:00:00.000,1.57918,1.57918,1.56328,1.56658,148386.3205
20.09.2011 00:00:00.000,1.56661,1.57348,1.56544,1.5716,171681.7313
21.09.2011 00:00:00.000,1.57162,1.57469,1.55786,1.56446,167005.2401
22.09.2011 00:00:00.000,1.56444,1.56879,1.53274,1.53837,220313.0499
23.09.2011 00:00:00.000,1.53854,1.54869,1.53302,1.54404,219913.9105
24.09.2011 00:00:00.000,1.54404,1.54906,1.54232,1.54447,26014.9495
25.09.2011 00:00:00.000,1.54447,1.54447,1.54447,1.54447,0
26.09.2011 00:00:00.000,1.54447,1.55701,1.54318,1.55157,186412.7206
27.09.2011 00:00:00.000,1.55157,1.57051,1.55021,1.56464,200515.0509
28.09.2011 00:00:00.000,1.5646,1.56853,1.5607,1.56334,191322.2811
29.09.2011 00:00:00.000,1.5633,1.57152,1.55424,1.56323,201653.0301
30.09.2011 00:00:00.000,1.56331,1.56651,1.55321,1.56457,196380.6492
01.10.2011 00:00:00.000,1.56452,1.56539,1.55768,1.55768,27917.2802
02.10.2011 00:00:00.000,1.55768,1.55768,1.55768,1.55768,0
03.10.2011 00:00:00.000,1.55768,1.55835,1.54504,1.54753,158632.7802
04.10.2011 00:00:00.000,1.54751,1.54826,1.534,1.53912,229417.4385
05.10.2011 00:00:00.000,1.53914,1.54944,1.53704,1.5416,226439.7217
06.10.2011 00:00:00.000,1.5415,1.55013,1.52714,1.53919,225895.5085
07.10.2011 00:00:00.000,1.53928,1.56457,1.5387,1.55585,208334.7902
08.10.2011 00:00:00.000,1.55601,1.5579,1.55399,1.55535,26110.6001
09.10.2011 00:00:00.000,1.55535,1.55535,1.55535,1.55535,0
10.10.2011 00:00:00.000,1.55535,1.56883,1.55268,1.5675,167120.7207
11.10.2011 00:00:00.000,1.56751,1.56841,1.558,1.55965,183642.1207
12.10.2011 00:00:00.000,1.55965,1.57976,1.55424,1.57608,203375.828
13.10.2011 00:00:00.000,1.57608,1.57766,1.56659,1.57317,203632.7191
14.10.2011 00:00:00.000,1.57313,1.58518,1.5721,1.57957,193006.1816
15.10.2011 00:00:00.000,1.5795,1.58335,1.5794,1.58175,19625.2895
16.10.2011 00:00:00.000,1.58175,1.58175,1.58175,1.58175,0
17.10.2011 00:00:00.000,1.58175,1.58477,1.57305,1.57784,164685.0892
18.10.2011 00:00:00.000,1.57781,1.58207,1.56314,1.57037,205287.8486
19.10.2011 00:00:00.000,1.57039,1.58472,1.56834,1.57995,213797.6812
20.10.2011 00:00:00.000,1.57992,1.58099,1.56814,1.57458,209187.0007
21.10.2011 00:00:00.000,1.5745,1.59611,1.57377,1.59284,203157.2008
22.10.2011 00:00:00.000,1.59284,1.59731,1.59159,1.59516,24988.8206
23.10.2011 00:00:00.000,1.59516,1.59516,1.59516,1.59516,0
24.10.2011 00:00:00.000,1.59516,1.59995,1.58999,1.59868,157391.3684
25.10.2011 00:00:00.000,1.5987,1.60386,1.5956,1.60005,191259.2299
26.10.2011 00:00:00.000,1.60005,1.60413,1.58904,1.59054,167888.0809
27.10.2011 00:00:00.000,1.59054,1.61189,1.59049,1.60925,218921.3597
28.10.2011 00:00:00.000,1.60926,1.61517,1.6071,1.6124,195937.1592
29.10.2011 00:00:00.000,1.61239,1.61388,1.61041,1.61243,21374.4301
30.10.2011 00:00:00.000,1.61243,1.61243,1.61243,1.61243,0
31.10.2011 00:00:00.000,1.61243,1.61659,1.59649,1.61311,195378.8496
01.11.2011 00:00:00.000,1.61311,1.61534,1.58902,1.59479,239038.4609
02.11.2011 00:00:00.000,1.59479,1.6047,1.59159,1.59458,220951.4008
03.11.2011 00:00:00.000,1.59458,1.60401,1.5876,1.60077,226268.8278
04.11.2011 00:00:00.000,1.60076,1.6061,1.59458,1.60197,201959.2191
05.11.2011 00:00:00.000,1.60195,1.6063,1.60076,1.60305,28194.9296
06.11.2011 00:00:00.000,1.60305,1.60305,1.60305,1.60305,0
07.11.2011 00:00:00.000,1.60305,1.60788,1.59794,1.60227,165566.6902
08.11.2011 00:00:00.000,1.60227,1.61124,1.60055,1.60742,187000.1619
09.11.2011 00:00:00.000,1.60743,1.61293,1.591,1.59561,210109.0892
10.11.2011 00:00:00.000,1.59561,1.59847,1.58682,1.59329,215529.4606
11.11.2011 00:00:00.000,1.59331,1.60926,1.58953,1.60783,188202.8408
12.11.2011 00:00:00.000,1.60783,1.60881,1.60526,1.6063,22877.1401
13.11.2011 00:00:00.000,1.6063,1.6063,1.6063,1.6063,0
14.11.2011 00:00:00.000,1.6063,1.60916,1.58889,1.58965,163374.0711
15.11.2011 00:00:00.000,1.58964,1.59315,1.57992,1.58163,206243.4794
16.11.2011 00:00:00.000,1.58161,1.58444,1.5738,1.57681,223572.12
17.11.2011 00:00:00.000,1.57681,1.58116,1.56905,1.57993,239819.9788
18.11.2011 00:00:00.000,1.57993,1.58876,1.57373,1.57823,251095.9295
19.11.2011 00:00:00.000,1.57823,1.58064,1.57723,1.58043,39019.2997
20.11.2011 00:00:00.000,1.58043,1.58043,1.58043,1.58043,0
21.11.2011 00:00:00.000,1.58043,1.58043,1.56122,1.5659,187145.8502
22.11.2011 00:00:00.000,1.56593,1.56911,1.55821,1.56453,233766.6092
23.11.2011 00:00:00.000,1.56451,1.56683,1.54968,1.55101,239203.3597
24.11.2011 00:00:00.000,1.55106,1.55657,1.54846,1.5503,208938.4311
25.11.2011 00:00:00.000,1.55028,1.55179,1.54229,1.54652,196911.6486
26.11.2011 00:00:00.000,1.54649,1.54691,1.54295,1.5437,19520.8097
27.11.2011 00:00:00.000,1.5437,1.5437,1.5437,1.5437,0
28.11.2011 00:00:00.000,1.5437,1.55942,1.5437,1.55355,192443.4509
29.11.2011 00:00:00.000,1.55359,1.56561,1.54689,1.56232,229282.3182
30.11.2011 00:00:00.000,1.56231,1.57794,1.55257,1.57041,237628.4584
01.12.2011 00:00:00.000,1.57039,1.57558,1.56364,1.56959,216450.3287
02.12.2011 00:00:00.000,1.56959,1.57253,1.55763,1.55905,195392.8392
03.12.2011 00:00:00.000,1.55907,1.56094,1.55821,1.55951,33172.8295
04.12.2011 00:00:00.000,1.55951,1.55951,1.55951,1.55951,0
05.12.2011 00:00:00.000,1.55951,1.57167,1.55855,1.56873,142582.7396
06.12.2011 00:00:00.000,1.56873,1.56889,1.5561,1.5578,218246.5607
07.12.2011 00:00:00.000,1.55776,1.57231,1.55691,1.56899,204757.901
08.12.2011 00:00:00.000,1.56899,1.57694,1.56099,1.56328,212307.4098
09.12.2011 00:00:00.000,1.56328,1.57345,1.55845,1.56393,224329.9108
10.12.2011 00:00:00.000,1.56393,1.56704,1.56316,1.56673,30735.6094
11.12.2011 00:00:00.000,1.56673,1.56673,1.56673,1.56673,0
12.12.2011 00:00:00.000,1.56673,1.56673,1.5537,1.55945,200051.8987
