,Date,Open,J-1,J-2,J-3,J-4,J-5,J-6
2335,2010-05-21 17:00,90.235,89.91,89.907,89.589,89.706,89.935,90.089
2336,2010-05-21 18:00,89.853,90.235,89.91,89.907,89.589,89.706,89.935
2337,2010-05-21 19:00,90.055,89.853,90.235,89.91,89.907,89.589,89.706
2338,2010-05-23 23:00,89.802,90.055,89.853,90.235,89.91,89.907,89.589
2339,2010-05-24 00:00,90.159,89.802,90.055,89.853,90.235,89.91,89.907
2340,2010-05-24 01:00,90.185,90.159,89.802,90.055,89.853,90.235,89.91
2341,2010-05-24 02:00,90.013,90.185,90.159,89.802,90.055,89.853,90.235
2342,2010-05-24 03:00,90.134,90.013,90.185,90.159,89.802,90.055,89.853
2343,2010-05-24 04:00,90.228,90.134,90.013,90.185,90.159,89.802,90.055
2344,2010-05-24 05:00,90.182,90.228,90.134,90.013,90.185,90.159,89.802
2345,2010-05-24 06:00,90.227,90.182,90.228,90.134,90.013,90.185,90.159
2346,2010-05-24 07:00,90.174,90.227,90.182,90.228,90.134,90.013,90.185
2347,2010-05-24 08:00,90.258,90.174,90.227,90.182,90.228,90.134,90.013
2348,2010-05-24 09:00,90.238,90.258,90.174,90.227,90.182,90.228,90.134
2349,2010-05-24 10:00,90.036,90.238,90.258,90.174,90.227,90.182,90.228
2350,2010-05-24 11:00,90.239,90.036,90.238,90.258,90.174,90.227,90.182
2351,2010-05-24 12:00,90.093,90.239,90.036,90.238,90.258,90.174,90.227
2352,2010-05-24 13:00,90.244,90.093,90.239,90.036,90.238,90.258,90.174
2353,2010-05-24 14:00,90.503,90.244,90.093,90.239,90.036,90.238,90.258
2354,2010-05-24 15:00,90.227,90.503,90.244,90.093,90.239,90.036,90.238
2355,2010-05-24 16:00,90.505,90.227,90.503,90.244,90.093,90.239,90.036
2356,2010-05-24 17:00,90.507,90.505,90.227,90.503,90.244,90.093,90.239
2357,2010-05-24 18:00,90.509,90.507,90.505,90.227,90.503,90.244,90.093
2358,2010-05-24 19:00,90.448,90.509,90.507,90.505,90.227,90.503,90.244
2359,2010-05-24 20:00,90.475,90.448,90.509,90.507,90.505,90.227,90.503
2360,2010-05-24 21:00,90.403,90.475,90.448,90.509,90.507,90.505,90.227
2361,2010-05-24 22:00,90.314,90.403,90.475,90.448,90.509,90.507,90.505
2362,2010-05-24 23:00,90.289,90.314,90.403,90.475,90.448,90.509,90.507
2363,2010-05-25 00:00,90.226,90.289,90.314,90.403,90.475,90.448,90.509
2364,2010-05-25 01:00,90.097,90.226,90.289,90.314,90.403,90.475,90.448
2365,2010-05-25 02:00,90.078,90.097,90.226,90.289,90.314,90.403,90.475
2366,2010-05-25 03:00,90.258,90.078,90.097,90.226,90.289,90.314,90.403
2367,2010-05-25 04:00,90.117,90.258,90.078,90.097,90.226,90.289,90.314
2368,2010-05-25 05:00,89.953,90.117,90.258,90.078,90.097,90.226,90.289
2369,2010-05-25 06:00,90.043,89.953,90.117,90.258,90.078,90.097,90.226
2370,2010-05-25 07:00,89.789,90.043,89.953,90.117,90.258,90.078,90.097
2371,2010-05-25 08:00,89.766,89.789,90.043,89.953,90.117,90.258,90.078
2372,2010-05-25 09:00,89.755,89.766,89.789,90.043,89.953,90.117,90.258
2373,2010-05-25 10:00,89.686,89.755,89.766,89.789,90.043,89.953,90.117
2374,2010-05-25 11:00,89.68,89.686,89.755,89.766,89.789,90.043,89.953
2375,2010-05-25 12:00,89.426,89.68,89.686,89.755,89.766,89.789,90.043
2376,2010-05-25 13:00,89.508,89.426,89.68,89.686,89.755,89.766,89.789
2377,2010-05-25 14:00,89.53,89.508,89.426,89.68,89.686,89.755,89.766
2378,2010-05-25 15:00,89.574,89.53,89.508,89.426,89.68,89.686,89.755
2379,2010-05-25 16:00,89.706,89.574,89.53,89.508,89.426,89.68,89.686
2380,2010-05-25 17:00,89.911,89.706,89.574,89.53,89.508,89.426,89.68
2381,2010-05-25 18:00,89.881,89.911,89.706,89.574,89.53,89.508,89.426
2382,2010-05-25 19:00,89.793,89.881,89.911,89.706,89.574,89.53,89.508
2383,2010-05-25 20:00,90.158,89.793,89.881,89.911,89.706,89.574,89.53
2384,2010-05-25 21:00,90.15,90.158,89.793,89.881,89.911,89.706,89.574
2385,2010-05-25 22:00,90.259,90.15,90.158,89.793,89.881,89.911,89.706
2386,2010-05-25 23:00,90.32,90.259,90.15,90.158,89.793,89.881,89.911
2387,2010-05-26 00:00,90.366,90.32,90.259,90.15,90.158,89.793,89.881
2388,2010-05-26 01:00,90.335,90.366,90.32,90.259,90.15,90.158,89.793
2389,2010-05-26 02:00,90.235,90.335,90.366,90.32,90.259,90.15,90.158
2390,2010-05-26 03:00,90.118,90.235,90.335,90.366,90.32,90.259,90.15
2391,2010-05-26 04:00,90.169,90.118,90.235,90.335,90.366,90.32,90.259
2392,2010-05-26 05:00,90.317,90.169,90.118,90.235,90.335,90.366,90.32
2393,2010-05-26 06:00,90.286,90.317,90.169,90.118,90.235,90.335,90.366
2394,2010-05-26 07:00,90.155,90.286,90.317,90.169,90.118,90.235,90.335
2395,2010-05-26 08:00,90.235,90.155,90.286,90.317,90.169,90.118,90.235
2396,2010-05-26 09:00,90.196,90.235,90.155,90.286,90.317,90.169,90.118
2397,2010-05-26 10:00,90.255,90.196,90.235,90.155,90.286,90.317,90.169
2398,2010-05-26 11:00,90.21,90.255,90.196,90.235,90.155,90.286,90.317
2399,2010-05-26 12:00,90.25,90.21,90.255,90.196,90.235,90.155,90.286
2400,2010-05-26 13:00,90.443,90.25,90.21,90.255,90.196,90.235,90.155
2401,2010-05-26 14:00,90.248,90.443,90.25,90.21,90.255,90.196,90.235
2402,2010-05-26 15:00,90.367,90.248,90.443,90.25,90.21,90.255,90.196
2403,2010-05-26 16:00,90.479,90.367,90.248,90.443,90.25,90.21,90.255
2404,2010-05-26 17:00,90.296,90.479,90.367,90.248,90.443,90.25,90.21
2405,2010-05-26 18:00,90.243,90.296,90.479,90.367,90.248,90.443,90.25
2406,2010-05-26 19:00,90.337,90.243,90.296,90.479,90.367,90.248,90.443
2407,2010-05-26 20:00,90.068,90.337,90.243,90.296,90.479,90.367,90.248
2408,2010-05-26 21:00,89.967,90.068,90.337,90.243,90.296,90.479,90.367
2409,2010-05-26 22:00,89.941,89.967,90.068,90.337,90.243,90.296,90.479
2410,2010-05-26 23:00,89.993,89.941,89.967,90.068,90.337,90.243,90.296
2411,2010-05-27 00:00,89.964,89.993,89.941,89.967,90.068,90.337,90.243
2412,2010-05-27 01:00,89.998,89.964,89.993,89.941,89.967,90.068,90.337
2413,2010-05-27 02:00,90.073,89.998,89.964,89.993,89.941,89.967,90.068
2414,2010-05-27 03:00,89.992,90.073,89.998,89.964,89.993,89.941,89.967
2415,2010-05-27 04:00,89.986,89.992,90.073,89.998,89.964,89.993,89.941
2416,2010-05-27 05:00,90.016,89.986,89.992,90.073,89.998,89.964,89.993
2417,2010-05-27 06:00,90.138,90.016,89.986,89.992,90.073,89.998,89.964
2418,2010-05-27 07:00,90.327,90.138,90.016,89.986,89.992,90.073,89.998
2419,2010-05-27 08:00,90.358,90.327,90.138,90.016,89.986,89.992,90.073
2420,2010-05-27 09:00,90.283,90.358,90.327,90.138,90.016,89.986,89.992
2421,2010-05-27 10:00,90.28,90.283,90.358,90.327,90.138,90.016,89.986
2422,2010-05-27 11:00,90.483,90.28,90.283,90.358,90.327,90.138,90.016
2423,2010-05-27 12:00,90.481,90.483,90.28,90.283,90.358,90.327,90.138
2424,2010-05-27 13:00,90.433,90.481,90.483,90.28,90.283,90.358,90.327
2425,2010-05-27 14:00,90.388,90.433,90.481,90.483,90.28,90.283,90.358
2426,2010-05-27 15:00,90.718,90.388,90.433,90.481,90.483,90.28,90.283
2427,2010-05-27 16:00,90.807,90.718,90.388,90.433,90.481,90.483,90.28
2428,2010-05-27 17:00,90.728,90.807,90.718,90.388,90.433,90.481,90.483
2429,2010-05-27 18:00,90.777,90.728,90.807,90.718,90.388,90.433,90.481
2430,2010-05-27 19:00,90.927,90.777,90.728,90.807,90.718,90.388,90.433
2431,2010-05-27 20:00,90.855,90.927,90.777,90.728,90.807,90.718,90.388
2432,2010-05-27 21:00,90.953,90.855,90.927,90.777,90.728,90.807,90.718
2433,2010-05-27 22:00,91.06,90.953,90.855,90.927,90.777,90.728,90.807
2434,2010-05-27 23:00,90.986,91.06,90.953,90.855,90.927,90.777,90.728
2435,2010-05-28 00:00,90.908,90.986,91.06,90.953,90.855,90.927,90.777
2436,2010-05-28 01:00,90.988,90.908,90.986,91.06,90.953,90.855,90.927
2437,2010-05-28 02:00,91.198,90.988,90.908,90.986,91.06,90.953,90.855
2438,2010-05-28 03:00,91.243,91.198,90.988,90.908,90.986,91.06,90.953
2439,2010-05-28 04:00,91.143,91.243,91.198,90.988,90.908,90.986,91.06
2440,2010-05-28 05:00,91.112,91.143,91.243,91.198,90.988,90.908,90.986
2441,2010-05-28 06:00,91.113,91.112,91.143,91.243,91.198,90.988,90.908
2442,2010-05-28 07:00,91.255,91.113,91.112,91.143,91.243,91.198,90.988
2443,2010-05-28 08:00,91.393,91.255,91.113,91.112,91.143,91.243,91.198
2444,2010-05-28 09:00,91.328,91.393,91.255,91.113,91.112,91.143,91.243
2445,2010-05-28 10:00,91.172,91.328,91.393,91.255,91.113,91.112,91.143
2446,2010-05-28 11:00,91.218,91.172,91.328,91.393,91.255,91.113,91.112
2447,2010-05-28 12:00,91.178,91.218,91.172,91.328,91.393,91.255,91.113
2448,2010-05-28 13:00,91.286,91.178,91.218,91.172,91.328,91.393,91.255
2449,2010-05-28 14:00,91.168,91.286,91.178,91.218,91.172,91.328,91.393
2450,2010-05-28 15:00,90.968,91.168,91.286,91.178,91.218,91.172,91.328
2451,2010-05-28 16:00,90.938,90.968,91.168,91.286,91.178,91.218,91.172
2452,2010-05-28 17:00,90.831,90.938,90.968,91.168,91.286,91.178,91.218
2453,2010-05-28 18:00,90.788,90.831,90.938,90.968,91.168,91.286,91.178
2454,2010-05-28 19:00,90.812,90.788,90.831,90.938,90.968,91.168,91.286
2455,2010-05-30 23:00,90.892,90.812,90.788,90.831,90.938,90.968,91.168
2456,2010-05-31 00:00,90.968,90.892,90.812,90.788,90.831,90.938,90.968
2457,2010-05-31 01:00,91.238,90.968,90.892,90.812,90.788,90.831,90.938
2458,2010-05-31 02:00,91.363,91.238,90.968,90.892,90.812,90.788,90.831
2459,2010-05-31 03:00,91.388,91.363,91.238,90.968,90.892,90.812,90.788
2460,2010-05-31 04:00,91.455,91.388,91.363,91.238,90.968,90.892,90.812
2461,2010-05-31 05:00,91.393,91.455,91.388,91.363,91.238,90.968,90.892
2462,2010-05-31 06:00,91.478,91.393,91.455,91.388,91.363,91.238,90.968
2463,2010-05-31 07:00,91.536,91.478,91.393,91.455,91.388,91.363,91.238
2464,2010-05-31 08:00,91.382,91.536,91.478,91.393,91.455,91.388,91.363
2465,2010-05-31 09:00,91.491,91.382,91.536,91.478,91.393,91.455,91.388
2466,2010-05-31 10:00,91.497,91.491,91.382,91.536,91.478,91.393,91.455
2467,2010-05-31 11:00,91.548,91.497,91.491,91.382,91.536,91.478,91.393
2468,2010-05-31 12:00,91.518,91.548,91.497,91.491,91.382,91.536,91.478
2469,2010-05-31 13:00,91.513,91.518,91.548,91.497,91.491,91.382,91.536
2470,2010-05-31 14:00,91.46,91.513,91.518,91.548,91.497,91.491,91.382
2471,2010-05-31 15:00,91.488,91.46,91.513,91.518,91.548,91.497,91.491
2472,2010-05-31 16:00,91.017,91.488,91.46,91.513,91.518,91.548,91.497
2473,2010-05-31 17:00,91.296,91.017,91.488,91.46,91.513,91.518,91.548
2474,2010-05-31 18:00,91.133,91.296,91.017,91.488,91.46,91.513,91.518
2475,2010-05-31 19:00,91.143,91.133,91.296,91.017,91.488,91.46,91.513
2476,2010-05-31 20:00,91.083,91.143,91.133,91.296,91.017,91.488,91.46
2477,2010-05-31 21:00,91.117,91.083,91.143,91.133,91.296,91.017,91.488
2478,2010-05-31 22:00,91.279,91.117,91.083,91.143,91.133,91.296,91.017
2479,2010-05-31 23:00,91.205,91.279,91.117,91.083,91.143,91.133,91.296
2480,2010-06-01 00:00,91.223,91.205,91.279,91.117,91.083,91.143,91.133
2481,2010-06-01 01:00,91.163,91.223,91.205,91.279,91.117,91.083,91.143
2482,2010-06-01 02:00,90.947,91.163,91.223,91.205,91.279,91.117,91.083
2483,2010-06-01 03:00,91.005,90.947,91.163,91.223,91.205,91.279,91.117
2484,2010-06-01 04:00,91.092,91.005,90.947,91.163,91.223,91.205,91.279
2485,2010-06-01 05:00,91.0,91.092,91.005,90.947,91.163,91.223,91.205
2486,2010-06-01 06:00,91.117,91.0,91.092,91.005,90.947,91.163,91.223
2487,2010-06-01 07:00,91.158,91.117,91.0,91.092,91.005,90.947,91.163
2488,2010-06-01 08:00,91.112,91.158,91.117,91.0,91.092,91.005,90.947
2489,2010-06-01 09:00,90.811,91.112,91.158,91.117,91.0,91.092,91.005
2490,2010-06-01 10:00,90.627,90.811,91.112,91.158,91.117,91.0,91.092
2491,2010-06-01 11:00,90.904,90.627,90.811,91.112,91.158,91.117,91.0
2492,2010-06-01 12:00,90.902,90.904,90.627,90.811,91.112,91.158,91.117
2493,2010-06-01 13:00,91.039,90.902,90.904,90.627,90.811,91.112,91.158
2494,2010-06-01 14:00,90.883,91.039,90.902,90.904,90.627,90.811,91.112
2495,2010-06-01 15:00,91.156,90.883,91.039,90.902,90.904,90.627,90.811
2496,2010-06-01 16:00,91.275,91.156,90.883,91.039,90.902,90.904,90.627
2497,2010-06-01 17:00,91.152,91.275,91.156,90.883,91.039,90.902,90.904
2498,2010-06-01 18:00,91.124,91.152,91.275,91.156,90.883,91.039,90.902
2499,2010-06-01 19:00,91.225,91.124,91.152,91.275,91.156,90.883,91.039
2500,2010-06-01 20:00,91.237,91.225,91.124,91.152,91.275,91.156,90.883
2501,2010-06-01 21:00,91.044,91.237,91.225,91.124,91.152,91.275,91.156
2502,2010-06-01 22:00,90.928,91.044,91.237,91.225,91.124,91.152,91.275
2503,2010-06-01 23:00,90.981,90.928,91.044,91.237,91.225,91.124,91.152
2504,2010-06-02 00:00,91.117,90.981,90.928,91.044,91.237,91.225,91.124
2505,2010-06-02 01:00,91.142,91.117,90.981,90.928,91.044,91.237,91.225
2506,2010-06-02 02:00,91.378,91.142,91.117,90.981,90.928,91.044,91.237
2507,2010-06-02 03:00,91.649,91.378,91.142,91.117,90.981,90.928,91.044
2508,2010-06-02 04:00,91.605,91.649,91.378,91.142,91.117,90.981,90.928
2509,2010-06-02 05:00,91.437,91.605,91.649,91.378,91.142,91.117,90.981
2510,2010-06-02 06:00,91.323,91.437,91.605,91.649,91.378,91.142,91.117
2511,2010-06-02 07:00,91.388,91.323,91.437,91.605,91.649,91.378,91.142
2512,2010-06-02 08:00,91.594,91.388,91.323,91.437,91.605,91.649,91.378
2513,2010-06-02 09:00,91.603,91.594,91.388,91.323,91.437,91.605,91.649
2514,2010-06-02 10:00,91.521,91.603,91.594,91.388,91.323,91.437,91.605
2515,2010-06-02 11:00,91.812,91.521,91.603,91.594,91.388,91.323,91.437
2516,2010-06-02 12:00,92.027,91.812,91.521,91.603,91.594,91.388,91.323
2517,2010-06-02 13:00,91.974,92.027,91.812,91.521,91.603,91.594,91.388
2518,2010-06-02 14:00,91.885,91.974,92.027,91.812,91.521,91.603,91.594
2519,2010-06-02 15:00,92.106,91.885,91.974,92.027,91.812,91.521,91.603
2520,2010-06-02 16:00,92.272,92.106,91.885,91.974,92.027,91.812,91.521
2521,2010-06-02 17:00,92.203,92.272,92.106,91.885,91.974,92.027,91.812
2522,2010-06-02 18:00,92.104,92.203,92.272,92.106,91.885,91.974,92.027
2523,2010-06-02 19:00,92.162,92.104,92.203,92.272,92.106,91.885,91.974
2524,2010-06-02 20:00,92.181,92.162,92.104,92.203,92.272,92.106,91.885
2525,2010-06-02 21:00,92.124,92.181,92.162,92.104,92.203,92.272,92.106
2526,2010-06-02 22:00,92.114,92.124,92.181,92.162,92.104,92.203,92.272
2527,2010-06-02 23:00,92.225,92.114,92.124,92.181,92.162,92.104,92.203
2528,2010-06-03 00:00,92.198,92.225,92.114,92.124,92.181,92.162,92.104
2529,2010-06-03 01:00,92.074,92.198,92.225,92.114,92.124,92.181,92.162
2530,2010-06-03 02:00,92.166,92.074,92.198,92.225,92.114,92.124,92.181
2531,2010-06-03 03:00,92.154,92.166,92.074,92.198,92.225,92.114,92.124
2532,2010-06-03 04:00,92.198,92.154,92.166,92.074,92.198,92.225,92.114
2533,2010-06-03 05:00,92.17,92.198,92.154,92.166,92.074,92.198,92.225
2534,2010-06-03 06:00,92.222,92.17,92.198,92.154,92.166,92.074,92.198
2535,2010-06-03 07:00,92.305,92.222,92.17,92.198,92.154,92.166,92.074
2536,2010-06-03 08:00,92.352,92.305,92.222,92.17,92.198,92.154,92.166
2537,2010-06-03 09:00,92.496,92.352,92.305,92.222,92.17,92.198,92.154
2538,2010-06-03 10:00,92.666,92.496,92.352,92.305,92.222,92.17,92.198
2539,2010-06-03 11:00,92.651,92.666,92.496,92.352,92.305,92.222,92.17
2540,2010-06-03 12:00,92.613,92.651,92.666,92.496,92.352,92.305,92.222
2541,2010-06-03 13:00,92.694,92.613,92.651,92.666,92.496,92.352,92.305
2542,2010-06-03 14:00,92.493,92.694,92.613,92.651,92.666,92.496,92.352
2543,2010-06-03 15:00,92.595,92.493,92.694,92.613,92.651,92.666,92.496
2544,2010-06-03 16:00,92.415,92.595,92.493,92.694,92.613,92.651,92.666
2545,2010-06-03 17:00,92.328,92.415,92.595,92.493,92.694,92.613,92.651
2546,2010-06-03 18:00,92.33,92.328,92.415,92.595,92.493,92.694,92.613
2547,2010-06-03 19:00,92.497,92.33,92.328,92.415,92.595,92.493,92.694
2548,2010-06-03 20:00,92.662,92.497,92.33,92.328,92.415,92.595,92.493
2549,2010-06-03 21:00,92.623,92.662,92.497,92.33,92.328,92.415,92.595
2550,2010-06-03 22:00,92.694,92.623,92.662,92.497,92.33,92.328,92.415
2551,2010-06-03 23:00,92.56,92.694,92.623,92.662,92.497,92.33,92.328
2552,2010-06-04 00:00,92.612,92.56,92.694,92.623,92.662,92.497,92.33
2553,2010-06-04 01:00,92.583,92.612,92.56,92.694,92.623,92.662,92.497
2554,2010-06-04 02:00,92.745,92.583,92.612,92.56,92.694,92.623,92.662
2555,2010-06-04 03:00,92.737,92.745,92.583,92.612,92.56,92.694,92.623
2556,2010-06-04 04:00,92.664,92.737,92.745,92.583,92.612,92.56,92.694
2557,2010-06-04 05:00,92.68,92.664,92.737,92.745,92.583,92.612,92.56
2558,2010-06-04 06:00,92.716,92.68,92.664,92.737,92.745,92.583,92.612
2559,2010-06-04 07:00,92.68,92.716,92.68,92.664,92.737,92.745,92.583
2560,2010-06-04 08:00,92.703,92.68,92.716,92.68,92.664,92.737,92.745
2561,2010-06-04 09:00,92.702,92.703,92.68,92.716,92.68,92.664,92.737
2562,2010-06-04 10:00,92.762,92.702,92.703,92.68,92.716,92.68,92.664
2563,2010-06-04 11:00,92.768,92.762,92.702,92.703,92.68,92.716,92.68
2564,2010-06-04 12:00,92.604,92.768,92.762,92.702,92.703,92.68,92.716
2565,2010-06-04 13:00,92.522,92.604,92.768,92.762,92.702,92.703,92.68
2566,2010-06-04 14:00,92.065,92.522,92.604,92.768,92.762,92.702,92.703
2567,2010-06-04 15:00,92.098,92.065,92.522,92.604,92.768,92.762,92.702
2568,2010-06-04 16:00,91.912,92.098,92.065,92.522,92.604,92.768,92.762
2569,2010-06-04 17:00,91.825,91.912,92.098,92.065,92.522,92.604,92.768
2570,2010-06-04 18:00,91.742,91.825,91.912,92.098,92.065,92.522,92.604
2571,2010-06-04 19:00,91.575,91.742,91.825,91.912,92.098,92.065,92.522
2572,2010-06-06 23:00,91.415,91.575,91.742,91.825,91.912,92.098,92.065
2573,2010-06-07 00:00,91.552,91.415,91.575,91.742,91.825,91.912,92.098
2574,2010-06-07 01:00,91.607,91.552,91.415,91.575,91.742,91.825,91.912
2575,2010-06-07 02:00,91.216,91.607,91.552,91.415,91.575,91.742,91.825
2576,2010-06-07 03:00,91.033,91.216,91.607,91.552,91.415,91.575,91.742
2577,2010-06-07 04:00,91.157,91.033,91.216,91.607,91.552,91.415,91.575
2578,2010-06-07 05:00,91.162,91.157,91.033,91.216,91.607,91.552,91.415
2579,2010-06-07 06:00,91.32,91.162,91.157,91.033,91.216,91.607,91.552
2580,2010-06-07 07:00,91.245,91.32,91.162,91.157,91.033,91.216,91.607
2581,2010-06-07 08:00,91.37,91.245,91.32,91.162,91.157,91.033,91.216
2582,2010-06-07 09:00,91.462,91.37,91.245,91.32,91.162,91.157,91.033
2583,2010-06-07 10:00,91.682,91.462,91.37,91.245,91.32,91.162,91.157
2584,2010-06-07 11:00,91.722,91.682,91.462,91.37,91.245,91.32,91.162
2585,2010-06-07 12:00,91.835,91.722,91.682,91.462,91.37,91.245,91.32
2586,2010-06-07 13:00,91.834,91.835,91.722,91.682,91.462,91.37,91.245
2587,2010-06-07 14:00,91.963,91.834,91.835,91.722,91.682,91.462,91.37
2588,2010-06-07 15:00,91.726,91.963,91.834,91.835,91.722,91.682,91.462
2589,2010-06-07 16:00,91.694,91.726,91.963,91.834,91.835,91.722,91.682
2590,2010-06-07 17:00,91.993,91.694,91.726,91.963,91.834,91.835,91.722
2591,2010-06-07 18:00,91.942,91.993,91.694,91.726,91.963,91.834,91.835
2592,2010-06-07 19:00,91.842,91.942,91.993,91.694,91.726,91.963,91.834
2593,2010-06-07 20:00,91.717,91.842,91.942,91.993,91.694,91.726,91.963
2594,2010-06-07 21:00,91.582,91.717,91.842,91.942,91.993,91.694,91.726
2595,2010-06-07 22:00,91.362,91.582,91.717,91.842,91.942,91.993,91.694
2596,2010-06-07 23:00,91.46,91.362,91.582,91.717,91.842,91.942,91.993
2597,2010-06-08 00:00,91.502,91.46,91.362,91.582,91.717,91.842,91.942
2598,2010-06-08 01:00,91.557,91.502,91.46,91.362,91.582,91.717,91.842
2599,2010-06-08 02:00,91.612,91.557,91.502,91.46,91.362,91.582,91.717
2600,2010-06-08 03:00,91.747,91.612,91.557,91.502,91.46,91.362,91.582
2601,2010-06-08 04:00,91.667,91.747,91.612,91.557,91.502,91.46,91.362
2602,2010-06-08 05:00,91.652,91.667,91.747,91.612,91.557,91.502,91.46
2603,2010-06-08 06:00,91.632,91.652,91.667,91.747,91.612,91.557,91.502
2604,2010-06-08 07:00,91.761,91.632,91.652,91.667,91.747,91.612,91.557
2605,2010-06-08 08:00,91.825,91.761,91.632,91.652,91.667,91.747,91.612
2606,2010-06-08 09:00,91.703,91.825,91.761,91.632,91.652,91.667,91.747
2607,2010-06-08 10:00,91.391,91.703,91.825,91.761,91.632,91.652,91.667
2608,2010-06-08 11:00,91.348,91.391,91.703,91.825,91.761,91.632,91.652
2609,2010-06-08 12:00,91.422,91.348,91.391,91.703,91.825,91.761,91.632
2610,2010-06-08 13:00,91.557,91.422,91.348,91.391,91.703,91.825,91.761
2611,2010-06-08 14:00,91.472,91.557,91.422,91.348,91.391,91.703,91.825
2612,2010-06-08 15:00,91.247,91.472,91.557,91.422,91.348,91.391,91.703
2613,2010-06-08 16:00,90.978,91.247,91.472,91.557,91.422,91.348,91.391
2614,2010-06-08 17:00,91.293,90.978,91.247,91.472,91.557,91.422,91.348
2615,2010-06-08 18:00,91.338,91.293,90.978,91.247,91.472,91.557,91.422
2616,2010-06-08 19:00,91.126,91.338,91.293,90.978,91.247,91.472,91.557
2617,2010-06-08 20:00,91.292,91.126,91.338,91.293,90.978,91.247,91.472
2618,2010-06-08 21:00,91.372,91.292,91.126,91.338,91.293,90.978,91.247
2619,2010-06-08 22:00,91.443,91.372,91.292,91.126,91.338,91.293,90.978
2620,2010-06-08 23:00,91.519,91.443,91.372,91.292,91.126,91.338,91.293
2621,2010-06-09 00:00,91.422,91.519,91.443,91.372,91.292,91.126,91.338
2622,2010-06-09 01:00,91.32,91.422,91.519,91.443,91.372,91.292,91.126
2623,2010-06-09 02:00,91.348,91.32,91.422,91.519,91.443,91.372,91.292
2624,2010-06-09 03:00,91.437,91.348,91.32,91.422,91.519,91.443,91.372
2625,2010-06-09 04:00,91.343,91.437,91.348,91.32,91.422,91.519,91.443
2626,2010-06-09 05:00,91.442,91.343,91.437,91.348,91.32,91.422,91.519
2627,2010-06-09 06:00,91.447,91.442,91.343,91.437,91.348,91.32,91.422
2628,2010-06-09 07:00,91.367,91.447,91.442,91.343,91.437,91.348,91.32
2629,2010-06-09 08:00,91.494,91.367,91.447,91.442,91.343,91.437,91.348
2630,2010-06-09 09:00,91.442,91.494,91.367,91.447,91.442,91.343,91.437
2631,2010-06-09 10:00,91.322,91.442,91.494,91.367,91.447,91.442,91.343
2632,2010-06-09 11:00,91.377,91.322,91.442,91.494,91.367,91.447,91.442
2633,2010-06-09 12:00,91.384,91.377,91.322,91.442,91.494,91.367,91.447
2634,2010-06-09 13:00,91.522,91.384,91.377,91.322,91.442,91.494,91.367
2635,2010-06-09 14:00,91.564,91.522,91.384,91.377,91.322,91.442,91.494
2636,2010-06-09 15:00,91.416,91.564,91.522,91.384,91.377,91.322,91.442
2637,2010-06-09 16:00,91.462,91.416,91.564,91.522,91.384,91.377,91.322
2638,2010-06-09 17:00,91.533,91.462,91.416,91.564,91.522,91.384,91.377
2639,2010-06-09 18:00,91.419,91.533,91.462,91.416,91.564,91.522,91.384
2640,2010-06-09 19:00,91.412,91.419,91.533,91.462,91.416,91.564,91.522
2641,2010-06-09 20:00,91.104,91.412,91.419,91.533,91.462,91.416,91.564
2642,2010-06-09 21:00,91.155,91.104,91.412,91.419,91.533,91.462,91.416
2643,2010-06-09 22:00,91.281,91.155,91.104,91.412,91.419,91.533,91.462
2644,2010-06-09 23:00,91.308,91.281,91.155,91.104,91.412,91.419,91.533
2645,2010-06-10 00:00,91.336,91.308,91.281,91.155,91.104,91.412,91.419
2646,2010-06-10 01:00,91.333,91.336,91.308,91.281,91.155,91.104,91.412
2647,2010-06-10 02:00,91.141,91.333,91.336,91.308,91.281,91.155,91.104
2648,2010-06-10 03:00,91.215,91.141,91.333,91.336,91.308,91.281,91.155
2649,2010-06-10 04:00,91.157,91.215,91.141,91.333,91.336,91.308,91.281
2650,2010-06-10 05:00,91.172,91.157,91.215,91.141,91.333,91.336,91.308
2651,2010-06-10 06:00,91.197,91.172,91.157,91.215,91.141,91.333,91.336
2652,2010-06-10 07:00,91.193,91.197,91.172,91.157,91.215,91.141,91.333
2653,2010-06-10 08:00,91.082,91.193,91.197,91.172,91.157,91.215,91.141
2654,2010-06-10 09:00,90.915,91.082,91.193,91.197,91.172,91.157,91.215
2655,2010-06-10 10:00,91.262,90.915,91.082,91.193,91.197,91.172,91.157
2656,2010-06-10 11:00,91.196,91.262,90.915,91.082,91.193,91.197,91.172
2657,2010-06-10 12:00,91.252,91.196,91.262,90.915,91.082,91.193,91.197
2658,2010-06-10 13:00,91.178,91.252,91.196,91.262,90.915,91.082,91.193
2659,2010-06-10 14:00,91.247,91.178,91.252,91.196,91.262,90.915,91.082
2660,2010-06-10 15:00,91.272,91.247,91.178,91.252,91.196,91.262,90.915
2661,2010-06-10 16:00,91.262,91.272,91.247,91.178,91.252,91.196,91.262
2662,2010-06-10 17:00,91.045,91.262,91.272,91.247,91.178,91.252,91.196
2663,2010-06-10 18:00,91.048,91.045,91.262,91.272,91.247,91.178,91.252
2664,2010-06-10 19:00,91.207,91.048,91.045,91.262,91.272,91.247,91.178
2665,2010-06-10 20:00,91.196,91.207,91.048,91.045,91.262,91.272,91.247
2666,2010-06-10 21:00,91.291,91.196,91.207,91.048,91.045,91.262,91.272
