,Date,Open,J-1,J-2,J-3,J-4,J-5,J-6
18322,2013-01-08 06:00,87.478,87.558,87.668,87.53,87.547,87.277,87.482
18323,2013-01-08 07:00,87.5,87.478,87.558,87.668,87.53,87.547,87.277
18324,2013-01-08 08:00,87.446,87.5,87.478,87.558,87.668,87.53,87.547
18325,2013-01-08 09:00,87.391,87.446,87.5,87.478,87.558,87.668,87.53
18326,2013-01-08 10:00,87.448,87.391,87.446,87.5,87.478,87.558,87.668
18327,2013-01-08 11:00,87.438,87.448,87.391,87.446,87.5,87.478,87.558
18328,2013-01-08 12:00,87.47,87.438,87.448,87.391,87.446,87.5,87.478
18329,2013-01-08 13:00,87.514,87.47,87.438,87.448,87.391,87.446,87.5
18330,2013-01-08 14:00,87.592,87.514,87.47,87.438,87.448,87.391,87.446
18331,2013-01-08 15:00,87.565,87.592,87.514,87.47,87.438,87.448,87.391
18332,2013-01-08 16:00,87.362,87.565,87.592,87.514,87.47,87.438,87.448
18333,2013-01-08 17:00,87.146,87.362,87.565,87.592,87.514,87.47,87.438
18334,2013-01-08 18:00,87.326,87.146,87.362,87.565,87.592,87.514,87.47
18335,2013-01-08 19:00,87.246,87.326,87.146,87.362,87.565,87.592,87.514
18336,2013-01-08 20:00,87.251,87.246,87.326,87.146,87.362,87.565,87.592
18337,2013-01-08 21:00,87.207,87.251,87.246,87.326,87.146,87.362,87.565
18338,2013-01-08 22:00,87.074,87.207,87.251,87.246,87.326,87.146,87.362
18339,2013-01-08 23:00,87.05,87.074,87.207,87.251,87.246,87.326,87.146
18340,2013-01-09 00:00,86.861,87.05,87.074,87.207,87.251,87.246,87.326
18341,2013-01-09 01:00,86.93,86.861,87.05,87.074,87.207,87.251,87.246
18342,2013-01-09 02:00,87.156,86.93,86.861,87.05,87.074,87.207,87.251
18343,2013-01-09 03:00,87.437,87.156,86.93,86.861,87.05,87.074,87.207
18344,2013-01-09 04:00,87.482,87.437,87.156,86.93,86.861,87.05,87.074
18345,2013-01-09 05:00,87.454,87.482,87.437,87.156,86.93,86.861,87.05
18346,2013-01-09 06:00,87.474,87.454,87.482,87.437,87.156,86.93,86.861
18347,2013-01-09 07:00,87.508,87.474,87.454,87.482,87.437,87.156,86.93
18348,2013-01-09 08:00,87.488,87.508,87.474,87.454,87.482,87.437,87.156
18349,2013-01-09 09:00,87.496,87.488,87.508,87.474,87.454,87.482,87.437
18350,2013-01-09 10:00,87.632,87.496,87.488,87.508,87.474,87.454,87.482
18351,2013-01-09 11:00,87.539,87.632,87.496,87.488,87.508,87.474,87.454
18352,2013-01-09 12:00,87.482,87.539,87.632,87.496,87.488,87.508,87.474
18353,2013-01-09 13:00,87.444,87.482,87.539,87.632,87.496,87.488,87.508
18354,2013-01-09 14:00,87.543,87.444,87.482,87.539,87.632,87.496,87.488
18355,2013-01-09 15:00,87.614,87.543,87.444,87.482,87.539,87.632,87.496
18356,2013-01-09 16:00,87.79,87.614,87.543,87.444,87.482,87.539,87.632
18357,2013-01-09 17:00,87.859,87.79,87.614,87.543,87.444,87.482,87.539
18358,2013-01-09 18:00,87.915,87.859,87.79,87.614,87.543,87.444,87.482
18359,2013-01-09 19:00,87.946,87.915,87.859,87.79,87.614,87.543,87.444
18360,2013-01-09 20:00,87.826,87.946,87.915,87.859,87.79,87.614,87.543
18361,2013-01-09 21:00,87.774,87.826,87.946,87.915,87.859,87.79,87.614
18362,2013-01-09 22:00,87.792,87.774,87.826,87.946,87.915,87.859,87.79
18363,2013-01-09 23:00,87.894,87.792,87.774,87.826,87.946,87.915,87.859
18364,2013-01-10 00:00,88.05,87.894,87.792,87.774,87.826,87.946,87.915
18365,2013-01-10 01:00,88.134,88.05,87.894,87.792,87.774,87.826,87.946
18366,2013-01-10 02:00,88.152,88.134,88.05,87.894,87.792,87.774,87.826
18367,2013-01-10 03:00,88.106,88.152,88.134,88.05,87.894,87.792,87.774
18368,2013-01-10 04:00,88.071,88.106,88.152,88.134,88.05,87.894,87.792
18369,2013-01-10 05:00,88.087,88.071,88.106,88.152,88.134,88.05,87.894
18370,2013-01-10 06:00,88.134,88.087,88.071,88.106,88.152,88.134,88.05
18371,2013-01-10 07:00,88.172,88.134,88.087,88.071,88.106,88.152,88.134
18372,2013-01-10 08:00,88.139,88.172,88.134,88.087,88.071,88.106,88.152
18373,2013-01-10 09:00,88.298,88.139,88.172,88.134,88.087,88.071,88.106
18374,2013-01-10 10:00,88.211,88.298,88.139,88.172,88.134,88.087,88.071
18375,2013-01-10 11:00,88.147,88.211,88.298,88.139,88.172,88.134,88.087
18376,2013-01-10 12:00,88.107,88.147,88.211,88.298,88.139,88.172,88.134
18377,2013-01-10 13:00,88.149,88.107,88.147,88.211,88.298,88.139,88.172
18378,2013-01-10 14:00,88.286,88.149,88.107,88.147,88.211,88.298,88.139
18379,2013-01-10 15:00,88.26,88.286,88.149,88.107,88.147,88.211,88.298
18380,2013-01-10 16:00,88.156,88.26,88.286,88.149,88.107,88.147,88.211
18381,2013-01-10 17:00,88.202,88.156,88.26,88.286,88.149,88.107,88.147
18382,2013-01-10 18:00,88.173,88.202,88.156,88.26,88.286,88.149,88.107
18383,2013-01-10 19:00,88.205,88.173,88.202,88.156,88.26,88.286,88.149
18384,2013-01-10 20:00,88.19,88.205,88.173,88.202,88.156,88.26,88.286
18385,2013-01-10 21:00,88.196,88.19,88.205,88.173,88.202,88.156,88.26
18386,2013-01-10 22:00,88.303,88.196,88.19,88.205,88.173,88.202,88.156
18387,2013-01-10 23:00,88.803,88.303,88.196,88.19,88.205,88.173,88.202
18388,2013-01-11 00:00,88.95,88.803,88.303,88.196,88.19,88.205,88.173
18389,2013-01-11 01:00,89.319,88.95,88.803,88.303,88.196,88.19,88.205
18390,2013-01-11 02:00,89.19,89.319,88.95,88.803,88.303,88.196,88.19
18391,2013-01-11 03:00,88.863,89.19,89.319,88.95,88.803,88.303,88.196
18392,2013-01-11 04:00,88.967,88.863,89.19,89.319,88.95,88.803,88.303
18393,2013-01-11 05:00,89.012,88.967,88.863,89.19,89.319,88.95,88.803
18394,2013-01-11 06:00,89.04,89.012,88.967,88.863,89.19,89.319,88.95
18395,2013-01-11 07:00,89.11,89.04,89.012,88.967,88.863,89.19,89.319
18396,2013-01-11 08:00,88.962,89.11,89.04,89.012,88.967,88.863,89.19
18397,2013-01-11 09:00,89.055,88.962,89.11,89.04,89.012,88.967,88.863
18398,2013-01-11 10:00,89.014,89.055,88.962,89.11,89.04,89.012,88.967
18399,2013-01-11 11:00,88.921,89.014,89.055,88.962,89.11,89.04,89.012
18400,2013-01-11 12:00,88.966,88.921,89.014,89.055,88.962,89.11,89.04
18401,2013-01-11 13:00,88.789,88.966,88.921,89.014,89.055,88.962,89.11
18402,2013-01-11 14:00,88.974,88.789,88.966,88.921,89.014,89.055,88.962
18403,2013-01-11 15:00,89.014,88.974,88.789,88.966,88.921,89.014,89.055
18404,2013-01-11 16:00,89.337,89.014,88.974,88.789,88.966,88.921,89.014
18405,2013-01-11 17:00,89.077,89.337,89.014,88.974,88.789,88.966,88.921
18406,2013-01-11 18:00,89.234,89.077,89.337,89.014,88.974,88.789,88.966
18407,2013-01-11 19:00,89.159,89.234,89.077,89.337,89.014,88.974,88.789
18408,2013-01-13 23:00,89.183,89.159,89.234,89.077,89.337,89.014,88.974
18409,2013-01-14 00:00,89.539,89.183,89.159,89.234,89.077,89.337,89.014
18410,2013-01-14 01:00,89.515,89.539,89.183,89.159,89.234,89.077,89.337
18411,2013-01-14 02:00,89.455,89.515,89.539,89.183,89.159,89.234,89.077
18412,2013-01-14 03:00,89.488,89.455,89.515,89.539,89.183,89.159,89.234
18413,2013-01-14 04:00,89.542,89.488,89.455,89.515,89.539,89.183,89.159
18414,2013-01-14 05:00,89.618,89.542,89.488,89.455,89.515,89.539,89.183
18415,2013-01-14 06:00,89.582,89.618,89.542,89.488,89.455,89.515,89.539
18416,2013-01-14 07:00,89.618,89.582,89.618,89.542,89.488,89.455,89.515
18417,2013-01-14 08:00,89.603,89.618,89.582,89.618,89.542,89.488,89.455
18418,2013-01-14 09:00,89.395,89.603,89.618,89.582,89.618,89.542,89.488
18419,2013-01-14 10:00,89.428,89.395,89.603,89.618,89.582,89.618,89.542
18420,2013-01-14 11:00,89.392,89.428,89.395,89.603,89.618,89.582,89.618
18421,2013-01-14 12:00,89.28,89.392,89.428,89.395,89.603,89.618,89.582
18422,2013-01-14 13:00,89.367,89.28,89.392,89.428,89.395,89.603,89.618
18423,2013-01-14 14:00,89.317,89.367,89.28,89.392,89.428,89.395,89.603
18424,2013-01-14 15:00,89.307,89.317,89.367,89.28,89.392,89.428,89.395
18425,2013-01-14 16:00,89.192,89.307,89.317,89.367,89.28,89.392,89.428
18426,2013-01-14 17:00,89.26,89.192,89.307,89.317,89.367,89.28,89.392
18427,2013-01-14 18:00,89.355,89.26,89.192,89.307,89.317,89.367,89.28
18428,2013-01-14 19:00,89.347,89.355,89.26,89.192,89.307,89.317,89.367
18429,2013-01-14 20:00,89.363,89.347,89.355,89.26,89.192,89.307,89.317
18430,2013-01-14 21:00,89.403,89.363,89.347,89.355,89.26,89.192,89.307
18431,2013-01-14 22:00,89.486,89.403,89.363,89.347,89.355,89.26,89.192
18432,2013-01-14 23:00,89.491,89.486,89.403,89.363,89.347,89.355,89.26
18433,2013-01-15 00:00,89.494,89.491,89.486,89.403,89.363,89.347,89.355
18434,2013-01-15 01:00,89.463,89.494,89.491,89.486,89.403,89.363,89.347
18435,2013-01-15 02:00,89.555,89.463,89.494,89.491,89.486,89.403,89.363
18436,2013-01-15 03:00,89.596,89.555,89.463,89.494,89.491,89.486,89.403
18437,2013-01-15 04:00,89.092,89.596,89.555,89.463,89.494,89.491,89.486
18438,2013-01-15 05:00,88.983,89.092,89.596,89.555,89.463,89.494,89.491
18439,2013-01-15 06:00,89.042,88.983,89.092,89.596,89.555,89.463,89.494
18440,2013-01-15 07:00,89.006,89.042,88.983,89.092,89.596,89.555,89.463
18441,2013-01-15 08:00,88.758,89.006,89.042,88.983,89.092,89.596,89.555
18442,2013-01-15 09:00,88.834,88.758,89.006,89.042,88.983,89.092,89.596
18443,2013-01-15 10:00,88.803,88.834,88.758,89.006,89.042,88.983,89.092
18444,2013-01-15 11:00,88.855,88.803,88.834,88.758,89.006,89.042,88.983
18445,2013-01-15 12:00,88.816,88.855,88.803,88.834,88.758,89.006,89.042
18446,2013-01-15 13:00,88.406,88.816,88.855,88.803,88.834,88.758,89.006
18447,2013-01-15 14:00,88.557,88.406,88.816,88.855,88.803,88.834,88.758
18448,2013-01-15 15:00,88.773,88.557,88.406,88.816,88.855,88.803,88.834
18449,2013-01-15 16:00,88.815,88.773,88.557,88.406,88.816,88.855,88.803
18450,2013-01-15 17:00,88.659,88.815,88.773,88.557,88.406,88.816,88.855
18451,2013-01-15 18:00,88.667,88.659,88.815,88.773,88.557,88.406,88.816
18452,2013-01-15 19:00,88.673,88.667,88.659,88.815,88.773,88.557,88.406
18453,2013-01-15 20:00,88.754,88.673,88.667,88.659,88.815,88.773,88.557
18454,2013-01-15 21:00,88.813,88.754,88.673,88.667,88.659,88.815,88.773
18455,2013-01-15 22:00,88.864,88.813,88.754,88.673,88.667,88.659,88.815
18456,2013-01-15 23:00,88.8,88.864,88.813,88.754,88.673,88.667,88.659
18457,2013-01-16 00:00,88.842,88.8,88.864,88.813,88.754,88.673,88.667
18458,2013-01-16 01:00,88.774,88.842,88.8,88.864,88.813,88.754,88.673
18459,2013-01-16 02:00,88.512,88.774,88.842,88.8,88.864,88.813,88.754
18460,2013-01-16 03:00,88.209,88.512,88.774,88.842,88.8,88.864,88.813
18461,2013-01-16 04:00,88.319,88.209,88.512,88.774,88.842,88.8,88.864
18462,2013-01-16 05:00,88.135,88.319,88.209,88.512,88.774,88.842,88.8
18463,2013-01-16 06:00,88.137,88.135,88.319,88.209,88.512,88.774,88.842
18464,2013-01-16 07:00,88.173,88.137,88.135,88.319,88.209,88.512,88.774
18465,2013-01-16 08:00,88.287,88.173,88.137,88.135,88.319,88.209,88.512
18466,2013-01-16 09:00,88.115,88.287,88.173,88.137,88.135,88.319,88.209
18467,2013-01-16 10:00,87.984,88.115,88.287,88.173,88.137,88.135,88.319
18468,2013-01-16 11:00,88.047,87.984,88.115,88.287,88.173,88.137,88.135
18469,2013-01-16 12:00,88.222,88.047,87.984,88.115,88.287,88.173,88.137
18470,2013-01-16 13:00,88.221,88.222,88.047,87.984,88.115,88.287,88.173
18471,2013-01-16 14:00,88.076,88.221,88.222,88.047,87.984,88.115,88.287
18472,2013-01-16 15:00,88.125,88.076,88.221,88.222,88.047,87.984,88.115
18473,2013-01-16 16:00,88.365,88.125,88.076,88.221,88.222,88.047,87.984
18474,2013-01-16 17:00,88.496,88.365,88.125,88.076,88.221,88.222,88.047
18475,2013-01-16 18:00,88.65,88.496,88.365,88.125,88.076,88.221,88.222
18476,2013-01-16 19:00,88.524,88.65,88.496,88.365,88.125,88.076,88.221
18477,2013-01-16 20:00,88.592,88.524,88.65,88.496,88.365,88.125,88.076
18478,2013-01-16 21:00,88.509,88.592,88.524,88.65,88.496,88.365,88.125
18479,2013-01-16 22:00,88.402,88.509,88.592,88.524,88.65,88.496,88.365
18480,2013-01-16 23:00,88.393,88.402,88.509,88.592,88.524,88.65,88.496
18481,2013-01-17 00:00,88.587,88.393,88.402,88.509,88.592,88.524,88.65
18482,2013-01-17 01:00,88.684,88.587,88.393,88.402,88.509,88.592,88.524
18483,2013-01-17 02:00,88.714,88.684,88.587,88.393,88.402,88.509,88.592
18484,2013-01-17 03:00,88.675,88.714,88.684,88.587,88.393,88.402,88.509
18485,2013-01-17 04:00,88.428,88.675,88.714,88.684,88.587,88.393,88.402
18486,2013-01-17 05:00,88.262,88.428,88.675,88.714,88.684,88.587,88.393
18487,2013-01-17 06:00,88.345,88.262,88.428,88.675,88.714,88.684,88.587
18488,2013-01-17 07:00,88.738,88.345,88.262,88.428,88.675,88.714,88.684
18489,2013-01-17 08:00,88.623,88.738,88.345,88.262,88.428,88.675,88.714
18490,2013-01-17 09:00,88.617,88.623,88.738,88.345,88.262,88.428,88.675
18491,2013-01-17 10:00,88.874,88.617,88.623,88.738,88.345,88.262,88.428
18492,2013-01-17 11:00,89.165,88.874,88.617,88.623,88.738,88.345,88.262
18493,2013-01-17 12:00,89.339,89.165,88.874,88.617,88.623,88.738,88.345
18494,2013-01-17 13:00,89.384,89.339,89.165,88.874,88.617,88.623,88.738
18495,2013-01-17 14:00,89.286,89.384,89.339,89.165,88.874,88.617,88.623
18496,2013-01-17 15:00,89.421,89.286,89.384,89.339,89.165,88.874,88.617
18497,2013-01-17 16:00,89.413,89.421,89.286,89.384,89.339,89.165,88.874
18498,2013-01-17 17:00,89.424,89.413,89.421,89.286,89.384,89.339,89.165
18499,2013-01-17 18:00,89.43,89.424,89.413,89.421,89.286,89.384,89.339
18500,2013-01-17 19:00,89.718,89.43,89.424,89.413,89.421,89.286,89.384
18501,2013-01-17 20:00,89.853,89.718,89.43,89.424,89.413,89.421,89.286
18502,2013-01-17 21:00,90.045,89.853,89.718,89.43,89.424,89.413,89.421
18503,2013-01-17 22:00,89.87,90.045,89.853,89.718,89.43,89.424,89.413
18504,2013-01-17 23:00,89.895,89.87,90.045,89.853,89.718,89.43,89.424
18505,2013-01-18 00:00,89.979,89.895,89.87,90.045,89.853,89.718,89.43
18506,2013-01-18 01:00,89.83,89.979,89.895,89.87,90.045,89.853,89.718
18507,2013-01-18 02:00,89.863,89.83,89.979,89.895,89.87,90.045,89.853
18508,2013-01-18 03:00,89.86,89.863,89.83,89.979,89.895,89.87,90.045
18509,2013-01-18 04:00,89.839,89.86,89.863,89.83,89.979,89.895,89.87
18510,2013-01-18 05:00,89.986,89.839,89.86,89.863,89.83,89.979,89.895
18511,2013-01-18 06:00,89.987,89.986,89.839,89.86,89.863,89.83,89.979
18512,2013-01-18 07:00,90.013,89.987,89.986,89.839,89.86,89.863,89.83
18513,2013-01-18 08:00,90.155,90.013,89.987,89.986,89.839,89.86,89.863
18514,2013-01-18 09:00,90.037,90.155,90.013,89.987,89.986,89.839,89.86
18515,2013-01-18 10:00,89.972,90.037,90.155,90.013,89.987,89.986,89.839
18516,2013-01-18 11:00,89.912,89.972,90.037,90.155,90.013,89.987,89.986
18517,2013-01-18 12:00,89.878,89.912,89.972,90.037,90.155,90.013,89.987
18518,2013-01-18 13:00,89.831,89.878,89.912,89.972,90.037,90.155,90.013
18519,2013-01-18 14:00,89.904,89.831,89.878,89.912,89.972,90.037,90.155
18520,2013-01-18 15:00,89.953,89.904,89.831,89.878,89.912,89.972,90.037
18521,2013-01-18 16:00,89.966,89.953,89.904,89.831,89.878,89.912,89.972
18522,2013-01-18 17:00,89.951,89.966,89.953,89.904,89.831,89.878,89.912
18523,2013-01-18 18:00,89.912,89.951,89.966,89.953,89.904,89.831,89.878
18524,2013-01-18 19:00,90.039,89.912,89.951,89.966,89.953,89.904,89.831
18525,2013-01-20 23:00,90.016,90.039,89.912,89.951,89.966,89.953,89.904
18526,2013-01-21 00:00,90.167,90.016,90.039,89.912,89.951,89.966,89.953
18527,2013-01-21 01:00,90.195,90.167,90.016,90.039,89.912,89.951,89.966
18528,2013-01-21 02:00,89.848,90.195,90.167,90.016,90.039,89.912,89.951
18529,2013-01-21 03:00,89.581,89.848,90.195,90.167,90.016,90.039,89.912
18530,2013-01-21 04:00,89.769,89.581,89.848,90.195,90.167,90.016,90.039
18531,2013-01-21 05:00,89.66,89.769,89.581,89.848,90.195,90.167,90.016
18532,2013-01-21 06:00,89.556,89.66,89.769,89.581,89.848,90.195,90.167
18533,2013-01-21 07:00,89.597,89.556,89.66,89.769,89.581,89.848,90.195
18534,2013-01-21 08:00,89.6,89.597,89.556,89.66,89.769,89.581,89.848
18535,2013-01-21 09:00,89.61,89.6,89.597,89.556,89.66,89.769,89.581
18536,2013-01-21 10:00,89.394,89.61,89.6,89.597,89.556,89.66,89.769
18537,2013-01-21 11:00,89.511,89.394,89.61,89.6,89.597,89.556,89.66
18538,2013-01-21 12:00,89.552,89.511,89.394,89.61,89.6,89.597,89.556
18539,2013-01-21 13:00,89.527,89.552,89.511,89.394,89.61,89.6,89.597
18540,2013-01-21 14:00,89.529,89.527,89.552,89.511,89.394,89.61,89.6
18541,2013-01-21 15:00,89.578,89.529,89.527,89.552,89.511,89.394,89.61
18542,2013-01-21 16:00,89.682,89.578,89.529,89.527,89.552,89.511,89.394
18543,2013-01-21 17:00,89.812,89.682,89.578,89.529,89.527,89.552,89.511
18544,2013-01-21 18:00,89.795,89.812,89.682,89.578,89.529,89.527,89.552
18545,2013-01-21 19:00,89.771,89.795,89.812,89.682,89.578,89.529,89.527
18546,2013-01-21 20:00,89.756,89.771,89.795,89.812,89.682,89.578,89.529
18547,2013-01-21 21:00,89.749,89.756,89.771,89.795,89.812,89.682,89.578
18548,2013-01-21 22:00,89.692,89.749,89.756,89.771,89.795,89.812,89.682
18549,2013-01-21 23:00,89.62,89.692,89.749,89.756,89.771,89.795,89.812
18550,2013-01-22 00:00,89.841,89.62,89.692,89.749,89.756,89.771,89.795
18551,2013-01-22 01:00,89.642,89.841,89.62,89.692,89.749,89.756,89.771
18552,2013-01-22 02:00,89.777,89.642,89.841,89.62,89.692,89.749,89.756
18553,2013-01-22 03:00,89.704,89.777,89.642,89.841,89.62,89.692,89.749
18554,2013-01-22 04:00,89.44,89.704,89.777,89.642,89.841,89.62,89.692
18555,2013-01-22 05:00,89.88,89.44,89.704,89.777,89.642,89.841,89.62
18556,2013-01-22 06:00,89.139,89.88,89.44,89.704,89.777,89.642,89.841
18557,2013-01-22 07:00,89.086,89.139,89.88,89.44,89.704,89.777,89.642
18558,2013-01-22 08:00,89.286,89.086,89.139,89.88,89.44,89.704,89.777
18559,2013-01-22 09:00,89.101,89.286,89.086,89.139,89.88,89.44,89.704
18560,2013-01-22 10:00,88.89,89.101,89.286,89.086,89.139,89.88,89.44
18561,2013-01-22 11:00,88.652,88.89,89.101,89.286,89.086,89.139,89.88
18562,2013-01-22 12:00,88.745,88.652,88.89,89.101,89.286,89.086,89.139
18563,2013-01-22 13:00,88.762,88.745,88.652,88.89,89.101,89.286,89.086
18564,2013-01-22 14:00,88.703,88.762,88.745,88.652,88.89,89.101,89.286
18565,2013-01-22 15:00,88.842,88.703,88.762,88.745,88.652,88.89,89.101
18566,2013-01-22 16:00,88.864,88.842,88.703,88.762,88.745,88.652,88.89
18567,2013-01-22 17:00,88.55,88.864,88.842,88.703,88.762,88.745,88.652
18568,2013-01-22 18:00,88.632,88.55,88.864,88.842,88.703,88.762,88.745
18569,2013-01-22 19:00,88.68,88.632,88.55,88.864,88.842,88.703,88.762
18570,2013-01-22 20:00,88.716,88.68,88.632,88.55,88.864,88.842,88.703
18571,2013-01-22 21:00,88.749,88.716,88.68,88.632,88.55,88.864,88.842
18572,2013-01-22 22:00,88.729,88.749,88.716,88.68,88.632,88.55,88.864
18573,2013-01-22 23:00,88.716,88.729,88.749,88.716,88.68,88.632,88.55
18574,2013-01-23 00:00,88.776,88.716,88.729,88.749,88.716,88.68,88.632
18575,2013-01-23 01:00,88.535,88.776,88.716,88.729,88.749,88.716,88.68
18576,2013-01-23 02:00,88.689,88.535,88.776,88.716,88.729,88.749,88.716
18577,2013-01-23 03:00,88.685,88.689,88.535,88.776,88.716,88.729,88.749
18578,2013-01-23 04:00,88.692,88.685,88.689,88.535,88.776,88.716,88.729
18579,2013-01-23 05:00,88.563,88.692,88.685,88.689,88.535,88.776,88.716
18580,2013-01-23 06:00,88.517,88.563,88.692,88.685,88.689,88.535,88.776
18581,2013-01-23 07:00,88.343,88.517,88.563,88.692,88.685,88.689,88.535
18582,2013-01-23 08:00,88.155,88.343,88.517,88.563,88.692,88.685,88.689
18583,2013-01-23 09:00,88.299,88.155,88.343,88.517,88.563,88.692,88.685
18584,2013-01-23 10:00,88.212,88.299,88.155,88.343,88.517,88.563,88.692
18585,2013-01-23 11:00,88.356,88.212,88.299,88.155,88.343,88.517,88.563
18586,2013-01-23 12:00,88.311,88.356,88.212,88.299,88.155,88.343,88.517
18587,2013-01-23 13:00,88.408,88.311,88.356,88.212,88.299,88.155,88.343
18588,2013-01-23 14:00,88.524,88.408,88.311,88.356,88.212,88.299,88.155
18589,2013-01-23 15:00,88.551,88.524,88.408,88.311,88.356,88.212,88.299
18590,2013-01-23 16:00,88.589,88.551,88.524,88.408,88.311,88.356,88.212
18591,2013-01-23 17:00,88.561,88.589,88.551,88.524,88.408,88.311,88.356
18592,2013-01-23 18:00,88.461,88.561,88.589,88.551,88.524,88.408,88.311
18593,2013-01-23 19:00,88.559,88.461,88.561,88.589,88.551,88.524,88.408
18594,2013-01-23 20:00,88.609,88.559,88.461,88.561,88.589,88.551,88.524
18595,2013-01-23 21:00,88.682,88.609,88.559,88.461,88.561,88.589,88.551
18596,2013-01-23 22:00,88.701,88.682,88.609,88.559,88.461,88.561,88.589
18597,2013-01-23 23:00,88.639,88.701,88.682,88.609,88.559,88.461,88.561
18598,2013-01-24 00:00,88.558,88.639,88.701,88.682,88.609,88.559,88.461
18599,2013-01-24 01:00,88.594,88.558,88.639,88.701,88.682,88.609,88.559
18600,2013-01-24 02:00,88.574,88.594,88.558,88.639,88.701,88.682,88.609
18601,2013-01-24 03:00,88.523,88.574,88.594,88.558,88.639,88.701,88.682
18602,2013-01-24 04:00,88.921,88.523,88.574,88.594,88.558,88.639,88.701
18603,2013-01-24 05:00,89.217,88.921,88.523,88.574,88.594,88.558,88.639
18604,2013-01-24 06:00,89.095,89.217,88.921,88.523,88.574,88.594,88.558
18605,2013-01-24 07:00,89.329,89.095,89.217,88.921,88.523,88.574,88.594
18606,2013-01-24 08:00,89.305,89.329,89.095,89.217,88.921,88.523,88.574
18607,2013-01-24 09:00,89.284,89.305,89.329,89.095,89.217,88.921,88.523
18608,2013-01-24 10:00,89.366,89.284,89.305,89.329,89.095,89.217,88.921
18609,2013-01-24 11:00,89.536,89.366,89.284,89.305,89.329,89.095,89.217
18610,2013-01-24 12:00,89.568,89.536,89.366,89.284,89.305,89.329,89.095
18611,2013-01-24 13:00,89.565,89.568,89.536,89.366,89.284,89.305,89.329
18612,2013-01-24 14:00,89.626,89.565,89.568,89.536,89.366,89.284,89.305
18613,2013-01-24 15:00,89.873,89.626,89.565,89.568,89.536,89.366,89.284
18614,2013-01-24 16:00,89.886,89.873,89.626,89.565,89.568,89.536,89.366
18615,2013-01-24 17:00,90.006,89.886,89.873,89.626,89.565,89.568,89.536
18616,2013-01-24 18:00,90.059,90.006,89.886,89.873,89.626,89.565,89.568
18617,2013-01-24 19:00,90.049,90.059,90.006,89.886,89.873,89.626,89.565
18618,2013-01-24 20:00,89.923,90.049,90.059,90.006,89.886,89.873,89.626
18619,2013-01-24 21:00,89.973,89.923,90.049,90.059,90.006,89.886,89.873
18620,2013-01-24 22:00,90.228,89.973,89.923,90.049,90.059,90.006,89.886
18621,2013-01-24 23:00,90.345,90.228,89.973,89.923,90.049,90.059,90.006
18622,2013-01-25 00:00,90.441,90.345,90.228,89.973,89.923,90.049,90.059
18623,2013-01-25 01:00,90.56,90.441,90.345,90.228,89.973,89.923,90.049
18624,2013-01-25 02:00,90.447,90.56,90.441,90.345,90.228,89.973,89.923
18625,2013-01-25 03:00,90.424,90.447,90.56,90.441,90.345,90.228,89.973
18626,2013-01-25 04:00,90.589,90.424,90.447,90.56,90.441,90.345,90.228
18627,2013-01-25 05:00,90.504,90.589,90.424,90.447,90.56,90.441,90.345
18628,2013-01-25 06:00,90.451,90.504,90.589,90.424,90.447,90.56,90.441
18629,2013-01-25 07:00,90.542,90.451,90.504,90.589,90.424,90.447,90.56
18630,2013-01-25 08:00,90.558,90.542,90.451,90.504,90.589,90.424,90.447
18631,2013-01-25 09:00,90.552,90.558,90.542,90.451,90.504,90.589,90.424
18632,2013-01-25 10:00,90.675,90.552,90.558,90.542,90.451,90.504,90.589
18633,2013-01-25 11:00,90.815,90.675,90.552,90.558,90.542,90.451,90.504
18634,2013-01-25 12:00,90.738,90.815,90.675,90.552,90.558,90.542,90.451
18635,2013-01-25 13:00,90.964,90.738,90.815,90.675,90.552,90.558,90.542
18636,2013-01-25 14:00,91.084,90.964,90.738,90.815,90.675,90.552,90.558
18637,2013-01-25 15:00,90.963,91.084,90.964,90.738,90.815,90.675,90.552
18638,2013-01-25 16:00,90.965,90.963,91.084,90.964,90.738,90.815,90.675
18639,2013-01-25 17:00,90.991,90.965,90.963,91.084,90.964,90.738,90.815
18640,2013-01-25 18:00,91.046,90.991,90.965,90.963,91.084,90.964,90.738
18641,2013-01-25 19:00,91.026,91.046,90.991,90.965,90.963,91.084,90.964
18642,2013-01-27 23:00,91.113,91.026,91.046,90.991,90.965,90.963,91.084
18643,2013-01-28 00:00,91.083,91.113,91.026,91.046,90.991,90.965,90.963
18644,2013-01-28 01:00,91.201,91.083,91.113,91.026,91.046,90.991,90.965
18645,2013-01-28 02:00,91.036,91.201,91.083,91.113,91.026,91.046,90.991
18646,2013-01-28 03:00,90.943,91.036,91.201,91.083,91.113,91.026,91.046
18647,2013-01-28 04:00,91.125,90.943,91.036,91.201,91.083,91.113,91.026
18648,2013-01-28 05:00,91.058,91.125,90.943,91.036,91.201,91.083,91.113
18649,2013-01-28 06:00,91.055,91.058,91.125,90.943,91.036,91.201,91.083
18650,2013-01-28 07:00,90.922,91.055,91.058,91.125,90.943,91.036,91.201
18651,2013-01-28 08:00,90.82,90.922,91.055,91.058,91.125,90.943,91.036
18652,2013-01-28 09:00,90.719,90.82,90.922,91.055,91.058,91.125,90.943
18653,2013-01-28 10:00,90.696,90.719,90.82,90.922,91.055,91.058,91.125
